"gene.no"	"genes"	"p.value"
"500"	500	"ENSRNOG00000000904"	0.909485550554485
"501"	501	"ENSRNOG00000000905"	0.902789412972416
"502"	502	"ENSRNOG00000000906"	0.262254631149711
"503"	503	"ENSRNOG00000000907"	0.0328220967449891
"504"	504	"ENSRNOG00000000909"	0.232733103788841
"505"	505	"ENSRNOG00000000913"	0.355873929264083
"506"	506	"ENSRNOG00000000916"	0.815408587477161
"507"	507	"ENSRNOG00000000917"	0.701049755266614
"508"	508	"ENSRNOG00000000918"	0.920056873940821
"509"	509	"ENSRNOG00000000920"	0.466343843671987
"510"	510	"ENSRNOG00000000921"	0.367388901854082
"511"	511	"ENSRNOG00000000922"	0.167833048681684
"512"	512	"ENSRNOG00000000923"	0.254559570978455
"513"	513	"ENSRNOG00000000924"	0.48370765052785
"514"	514	"ENSRNOG00000000925"	0.361271372526512
"515"	515	"ENSRNOG00000000926"	0.698682319407878
"516"	516	"ENSRNOG00000000929"	0.0478914185132285
"517"	517	"ENSRNOG00000000931"	0.563063619671306
"518"	518	"ENSRNOG00000000934"	0.676299778313743
"519"	519	"ENSRNOG00000000936"	0.582082222748226
"520"	520	"ENSRNOG00000000937"	0.291032542834361
"521"	521	"ENSRNOG00000000938"	0.127452356541164
"522"	522	"ENSRNOG00000000939"	0.641390075190676
"523"	523	"ENSRNOG00000000940"	0.694034771239275
"524"	524	"ENSRNOG00000000942"	0.334397062641965
"525"	525	"ENSRNOG00000000943"	0.692529068399872
"526"	526	"ENSRNOG00000000946"	0.45118227106553
"527"	527	"ENSRNOG00000000947"	NA
"528"	528	"ENSRNOG00000000949"	0.530251126239109
"529"	529	"ENSRNOG00000000952"	0.687187837121215
"530"	530	"ENSRNOG00000000954"	0.724391551748325
"531"	531	"ENSRNOG00000000955"	0.523839339732443
"532"	532	"ENSRNOG00000000956"	0.267702263392818
"533"	533	"ENSRNOG00000000957"	0.213913916214688
"534"	534	"ENSRNOG00000000958"	0.684846632634699
"535"	535	"ENSRNOG00000000961"	0.41474195454648
"536"	536	"ENSRNOG00000000962"	0.864533607228339
"537"	537	"ENSRNOG00000000963"	0.329898536378927
"538"	538	"ENSRNOG00000000964"	0.730234131425978
"539"	539	"ENSRNOG00000000967"	0.176982010758932
"540"	540	"ENSRNOG00000000968"	0.942528026612056
"541"	541	"ENSRNOG00000000969"	NA
"542"	542	"ENSRNOG00000000973"	0.965947126272708
"543"	543	"ENSRNOG00000000974"	0.279974604879746
"544"	544	"ENSRNOG00000000975"	0.216428900811964
"545"	545	"ENSRNOG00000000977"	0.0143223218876741
"546"	546	"ENSRNOG00000000978"	NA
"547"	547	"ENSRNOG00000000979"	0.473252519340654
"548"	548	"ENSRNOG00000000981"	0.0358472434711177
"549"	549	"ENSRNOG00000000982"	0.92740282055618
"550"	550	"ENSRNOG00000000983"	0.465048057203013
"551"	551	"ENSRNOG00000000985"	0.377740158593504
"552"	552	"ENSRNOG00000000986"	0.15973734432581
"553"	553	"ENSRNOG00000000987"	0.994381454456802
"554"	554	"ENSRNOG00000000988"	0.633571781937326
"555"	555	"ENSRNOG00000000989"	0.211539369054618
"556"	556	"ENSRNOG00000000990"	0.817332847210283
"557"	557	"ENSRNOG00000000991"	0.190711645511866
"558"	558	"ENSRNOG00000000993"	0.921326597773868
"559"	559	"ENSRNOG00000000994"	0.243002390330642
"560"	560	"ENSRNOG00000000996"	0.679059366761794
"561"	561	"ENSRNOG00000000999"	0.662829612238685
"562"	562	"ENSRNOG00000001001"	0.147662107330722
"563"	563	"ENSRNOG00000001002"	0.950619477308517
"564"	564	"ENSRNOG00000001003"	0.832359687630858
"565"	565	"ENSRNOG00000001004"	0.00252163624261263
"566"	566	"ENSRNOG00000001005"	0.633607056665378
"567"	567	"ENSRNOG00000001006"	0.827106310367242
"568"	568	"ENSRNOG00000001007"	0.244781017270041
"569"	569	"ENSRNOG00000001009"	0.906218477352927
"570"	570	"ENSRNOG00000001010"	0.0692150741682718
"571"	571	"ENSRNOG00000001011"	0.174762081962172
"572"	572	"ENSRNOG00000001017"	NA
"573"	573	"ENSRNOG00000001019"	0.880913542587088
"574"	574	"ENSRNOG00000001023"	0.595704058607725
"575"	575	"ENSRNOG00000001024"	NA
"576"	576	"ENSRNOG00000001025"	0.290898732697505
"577"	577	"ENSRNOG00000001027"	0.441099079741174
"578"	578	"ENSRNOG00000001030"	0.0998727214610842
"579"	579	"ENSRNOG00000001031"	0.772625373443137
"580"	580	"ENSRNOG00000001032"	0.150913051718278
"581"	581	"ENSRNOG00000001033"	0.278651420943212
"582"	582	"ENSRNOG00000001034"	0.142361862377224
"583"	583	"ENSRNOG00000001035"	0.602831333282951
"584"	584	"ENSRNOG00000001036"	0.927767064342534
"585"	585	"ENSRNOG00000001037"	0.201577666275712
"586"	586	"ENSRNOG00000001039"	0.0535199729635904
"587"	587	"ENSRNOG00000001040"	0.707563230927521
"588"	588	"ENSRNOG00000001041"	0.522597557032107
"589"	589	"ENSRNOG00000001043"	0.822756274080919
"590"	590	"ENSRNOG00000001044"	0.711403620934166
"591"	591	"ENSRNOG00000001047"	0.75602598088017
"592"	592	"ENSRNOG00000001048"	0.68138852466688
"593"	593	"ENSRNOG00000001049"	0.260639644059897
"594"	594	"ENSRNOG00000001050"	0.00568165051690322
"595"	595	"ENSRNOG00000001052"	0.562347547594083
"596"	596	"ENSRNOG00000001053"	0.515811292441081
"597"	597	"ENSRNOG00000001055"	0.171811022225011
"598"	598	"ENSRNOG00000001056"	0.10380823310308
"599"	599	"ENSRNOG00000001057"	0.136267006500074
"600"	600	"ENSRNOG00000001058"	0.160084956851433
"601"	601	"ENSRNOG00000001059"	0.439045034299773
"602"	602	"ENSRNOG00000001060"	0.190145238421678
"603"	603	"ENSRNOG00000001061"	0.346223374729925
"604"	604	"ENSRNOG00000001062"	0.499371196199052
"605"	605	"ENSRNOG00000001064"	0.323115028183407
"606"	606	"ENSRNOG00000001065"	0.939640753783729
"607"	607	"ENSRNOG00000001066"	0.653750570643247
"608"	608	"ENSRNOG00000001068"	0.128209272970827
"609"	609	"ENSRNOG00000001069"	0.606496495935295
"610"	610	"ENSRNOG00000001070"	0.31864591467063
"611"	611	"ENSRNOG00000001071"	0.267700442282902
"612"	612	"ENSRNOG00000001072"	0.399519526402276
"613"	613	"ENSRNOG00000001073"	0.948256360239263
"614"	614	"ENSRNOG00000001074"	0.668115766672439
"615"	615	"ENSRNOG00000001079"	0.148759828673508
"616"	616	"ENSRNOG00000001080"	0.231162655397556
"617"	617	"ENSRNOG00000001081"	0.902987806434718
"618"	618	"ENSRNOG00000001082"	0.174545960777963
"619"	619	"ENSRNOG00000001083"	0.654284091660866
"620"	620	"ENSRNOG00000001086"	0.552965839170408
"621"	621	"ENSRNOG00000001088"	0.307226576639657
"622"	622	"ENSRNOG00000001089"	0.838154855959397
"623"	623	"ENSRNOG00000001090"	0.215449487015879
"624"	624	"ENSRNOG00000001091"	0.524286453155862
"625"	625	"ENSRNOG00000001092"	0.627908544573753
"626"	626	"ENSRNOG00000001094"	0.157700808923657
"627"	627	"ENSRNOG00000001095"	0.595672408543492
"628"	628	"ENSRNOG00000001098"	0.202694354958826
"629"	629	"ENSRNOG00000001099"	0.967575543426731
"630"	630	"ENSRNOG00000001101"	0.15697300071343
"631"	631	"ENSRNOG00000001103"	0.203322774948884
"632"	632	"ENSRNOG00000001104"	0.397841319619925
"633"	633	"ENSRNOG00000001106"	0.0440563662937637
"634"	634	"ENSRNOG00000001107"	0.153715909293778
"635"	635	"ENSRNOG00000001108"	0.0956473147030369
"636"	636	"ENSRNOG00000001110"	0.591472444149565
"637"	637	"ENSRNOG00000001111"	0.413748119685638
"638"	638	"ENSRNOG00000001113"	0.503785643769055
"639"	639	"ENSRNOG00000001114"	0.50375333840042
"640"	640	"ENSRNOG00000001115"	0.516110402929215
"641"	641	"ENSRNOG00000001117"	0.246076644139756
"642"	642	"ENSRNOG00000001120"	0.944989721138962
"643"	643	"ENSRNOG00000001123"	0.221199950493254
"644"	644	"ENSRNOG00000001124"	0.0819826438208978
"645"	645	"ENSRNOG00000001125"	0.69299740580267
"646"	646	"ENSRNOG00000001126"	0.0270322436193407
"647"	647	"ENSRNOG00000001128"	0.657181870678755
"648"	648	"ENSRNOG00000001129"	0.367393710996584
"649"	649	"ENSRNOG00000001130"	0.905021144644642
"650"	650	"ENSRNOG00000001134"	0.794638236257895
"651"	651	"ENSRNOG00000001135"	0.189459393880293
"652"	652	"ENSRNOG00000001136"	0.222146300765848
"653"	653	"ENSRNOG00000001138"	0.142112385796359
"654"	654	"ENSRNOG00000001139"	0.125662570334418
"655"	655	"ENSRNOG00000001141"	0.41952155422474
"656"	656	"ENSRNOG00000001142"	0.288853877159472
"657"	657	"ENSRNOG00000001143"	0.308186171842402
"658"	658	"ENSRNOG00000001145"	0.402058728276007
"659"	659	"ENSRNOG00000001148"	0.97098344694157
"660"	660	"ENSRNOG00000001149"	0.218539935045367
"661"	661	"ENSRNOG00000001150"	0.441099079741173
"662"	662	"ENSRNOG00000001151"	0.259103834591536
"663"	663	"ENSRNOG00000001152"	0.64584237602014
"664"	664	"ENSRNOG00000001153"	0.989444327675846
"665"	665	"ENSRNOG00000001156"	0.0502297051951659
"666"	666	"ENSRNOG00000001157"	0.00914112405645577
"667"	667	"ENSRNOG00000001158"	0.0216796526249291
"668"	668	"ENSRNOG00000001159"	0.22931139157615
"669"	669	"ENSRNOG00000001160"	0.851636219795663
"670"	670	"ENSRNOG00000001161"	0.869212922195757
"671"	671	"ENSRNOG00000001162"	NA
"672"	672	"ENSRNOG00000001163"	0.506212889811533
"673"	673	"ENSRNOG00000001164"	NA
"674"	674	"ENSRNOG00000001165"	0.709908600472708
"675"	675	"ENSRNOG00000001166"	0.333318617441631
"676"	676	"ENSRNOG00000001167"	0.450479755689066
"677"	677	"ENSRNOG00000001168"	0.978816846316863
"678"	678	"ENSRNOG00000001169"	0.238782703506664
"679"	679	"ENSRNOG00000001170"	0.288993554780339
"680"	680	"ENSRNOG00000001171"	0.388178516711823
"681"	681	"ENSRNOG00000001172"	0.00140833503114255
"682"	682	"ENSRNOG00000001173"	0.699035638367938
"683"	683	"ENSRNOG00000001174"	0.884418226106706
"684"	684	"ENSRNOG00000001175"	0.140811689516669
"685"	685	"ENSRNOG00000001177"	0.017598065638721
"686"	686	"ENSRNOG00000001178"	0.60157067660481
"687"	687	"ENSRNOG00000001181"	0.590003989875639
"688"	688	"ENSRNOG00000001182"	0.105429627408526
"689"	689	"ENSRNOG00000001183"	0.771603422166042
"690"	690	"ENSRNOG00000001184"	0.486274065876281
"691"	691	"ENSRNOG00000001185"	0.782187881291325
"692"	692	"ENSRNOG00000001187"	0.924997128924532
"693"	693	"ENSRNOG00000001189"	0.13979715487875
"694"	694	"ENSRNOG00000001190"	0.851897462348874
"695"	695	"ENSRNOG00000001191"	0.63569059444835
"696"	696	"ENSRNOG00000001192"	0.490584767735011
"697"	697	"ENSRNOG00000001193"	0.453641576039321
"698"	698	"ENSRNOG00000001194"	0.623904401593841
"699"	699	"ENSRNOG00000001195"	0.119057562327328
"700"	700	"ENSRNOG00000001197"	0.101378370942992
"701"	701	"ENSRNOG00000001198"	0.848905904441715
"702"	702	"ENSRNOG00000001199"	0.327793197384213
"703"	703	"ENSRNOG00000001201"	0.583434451282491
"704"	704	"ENSRNOG00000001203"	0.252447467868471
"705"	705	"ENSRNOG00000001204"	0.295923875536886
"706"	706	"ENSRNOG00000001205"	0.314019254384873
"707"	707	"ENSRNOG00000001210"	0.67615791773755
"708"	708	"ENSRNOG00000001211"	0.431757047166129
"709"	709	"ENSRNOG00000001212"	0.237994601902501
"710"	710	"ENSRNOG00000001213"	0.472818097048267
"711"	711	"ENSRNOG00000001214"	0.110553841795282
"712"	712	"ENSRNOG00000001215"	0.587824955273925
"713"	713	"ENSRNOG00000001216"	0.354278012412436
"714"	714	"ENSRNOG00000001217"	0.578146724596548
"715"	715	"ENSRNOG00000001218"	0.441099079741173
"716"	716	"ENSRNOG00000001219"	0.413814739361239
"717"	717	"ENSRNOG00000001220"	NA
"718"	718	"ENSRNOG00000001222"	0.871166056144614
"719"	719	"ENSRNOG00000001223"	0.0971195269871328
"720"	720	"ENSRNOG00000001224"	0.112613930020287
"721"	721	"ENSRNOG00000001225"	0.293747691957285
"722"	722	"ENSRNOG00000001226"	0.399984089449529
"723"	723	"ENSRNOG00000001227"	0.74329410538984
"724"	724	"ENSRNOG00000001228"	0.0808756170488528
"725"	725	"ENSRNOG00000001229"	0.391494930173171
"726"	726	"ENSRNOG00000001232"	0.0685246466237817
"727"	727	"ENSRNOG00000001235"	0.232007118404
"728"	728	"ENSRNOG00000001236"	0.334835209362612
"729"	729	"ENSRNOG00000001237"	0.0163707858086454
"730"	730	"ENSRNOG00000001238"	0.0424182934288512
"731"	731	"ENSRNOG00000001239"	0.352996290001845
"732"	732	"ENSRNOG00000001241"	0.83853962345146
"733"	733	"ENSRNOG00000001242"	0.559614383790366
"734"	734	"ENSRNOG00000001243"	0.455416732597039
"735"	735	"ENSRNOG00000001245"	0.383840785980906
"736"	736	"ENSRNOG00000001247"	0.824041147658614
"737"	737	"ENSRNOG00000001249"	0.23182750045193
"738"	738	"ENSRNOG00000001250"	0.162867677227627
"739"	739	"ENSRNOG00000001251"	0.94250823114041
"740"	740	"ENSRNOG00000001252"	0.65893833592185
"741"	741	"ENSRNOG00000001253"	0.287548413895304
"742"	742	"ENSRNOG00000001254"	0.201807013696652
"743"	743	"ENSRNOG00000001255"	0.961993945781259
"744"	744	"ENSRNOG00000001256"	0.295501230492123
"745"	745	"ENSRNOG00000001258"	0.0949490158726909
"746"	746	"ENSRNOG00000001259"	0.900754725566754
"747"	747	"ENSRNOG00000001260"	0.0330362307407505
"748"	748	"ENSRNOG00000001261"	0.029281203429145
"749"	749	"ENSRNOG00000001262"	0.186265839909396
"750"	750	"ENSRNOG00000001265"	0.133302769221849
"751"	751	"ENSRNOG00000001267"	0.00740567807511754
"752"	752	"ENSRNOG00000001269"	0.630793572898269
"753"	753	"ENSRNOG00000001270"	0.330569350162413
"754"	754	"ENSRNOG00000001271"	0.134128364195684
"755"	755	"ENSRNOG00000001272"	0.838860411409578
"756"	756	"ENSRNOG00000001273"	0.473246372397161
"757"	757	"ENSRNOG00000001274"	0.0572967140472457
"758"	758	"ENSRNOG00000001275"	0.116040335127734
"759"	759	"ENSRNOG00000001276"	0.433207225582458
"760"	760	"ENSRNOG00000001277"	0.572104437476103
"761"	761	"ENSRNOG00000001278"	0.888543129155148
"762"	762	"ENSRNOG00000001283"	0.358673232286624
"763"	763	"ENSRNOG00000001284"	0.58195544076718
"764"	764	"ENSRNOG00000001285"	0.630566228422095
"765"	765	"ENSRNOG00000001287"	0.205289081511537
"766"	766	"ENSRNOG00000001288"	0.0556330826229448
"767"	767	"ENSRNOG00000001289"	0.259998994466723
"768"	768	"ENSRNOG00000001290"	0.959273076891808
"769"	769	"ENSRNOG00000001291"	0.307836069804806
"770"	770	"ENSRNOG00000001293"	0.246664621769612
"771"	771	"ENSRNOG00000001294"	0.933767880869688
"772"	772	"ENSRNOG00000001295"	0.734519310801343
"773"	773	"ENSRNOG00000001296"	0.34642646878482
"774"	774	"ENSRNOG00000001297"	0.106825381510802
"775"	775	"ENSRNOG00000001298"	0.68816925481392
"776"	776	"ENSRNOG00000001299"	0.789578380338902
"777"	777	"ENSRNOG00000001300"	0.715547733699374
"778"	778	"ENSRNOG00000001302"	0.645283209493342
"779"	779	"ENSRNOG00000001303"	0.680287593303913
"780"	780	"ENSRNOG00000001304"	0.610227316933773
"781"	781	"ENSRNOG00000001309"	0.930802269757553
"782"	782	"ENSRNOG00000001311"	0.127026567394437
"783"	783	"ENSRNOG00000001312"	0.145480297556006
"784"	784	"ENSRNOG00000001313"	0.60924788787932
"785"	785	"ENSRNOG00000001314"	0.264737560325084
"786"	786	"ENSRNOG00000001315"	0.967908157160283
"787"	787	"ENSRNOG00000001316"	0.36682859206324
"788"	788	"ENSRNOG00000001317"	0.0280049989561717
"789"	789	"ENSRNOG00000001318"	0.148164777043426
"790"	790	"ENSRNOG00000001323"	0.15086296313266
"791"	791	"ENSRNOG00000001324"	0.837010082568118
"792"	792	"ENSRNOG00000001325"	0.0598460079840226
"793"	793	"ENSRNOG00000001327"	NA
"794"	794	"ENSRNOG00000001329"	0.558590405379102
"795"	795	"ENSRNOG00000001331"	0.549803893665711
"796"	796	"ENSRNOG00000001333"	0.5105670960881
"797"	797	"ENSRNOG00000001335"	0.162613476489849
"798"	798	"ENSRNOG00000001336"	0.0735075477176958
"799"	799	"ENSRNOG00000001337"	0.0926283647796043
"800"	800	"ENSRNOG00000001338"	0.630688336009719
"801"	801	"ENSRNOG00000001339"	0.726709561945972
"802"	802	"ENSRNOG00000001341"	0.381407594988576
"803"	803	"ENSRNOG00000001342"	0.998271567466655
"804"	804	"ENSRNOG00000001343"	0.815801404216982
"805"	805	"ENSRNOG00000001344"	0.193113983624296
"806"	806	"ENSRNOG00000001345"	0.338921116824492
"807"	807	"ENSRNOG00000001346"	0.132700310585947
"808"	808	"ENSRNOG00000001347"	0.391757125156627
"809"	809	"ENSRNOG00000001348"	0.118793642428895
"810"	810	"ENSRNOG00000001349"	0.727102507521176
"811"	811	"ENSRNOG00000001350"	0.366783053741776
"812"	812	"ENSRNOG00000001351"	0.704548562484976
"813"	813	"ENSRNOG00000001352"	0.526786064485873
"814"	814	"ENSRNOG00000001353"	0.758276968537397
"815"	815	"ENSRNOG00000001355"	0.386264951375984
"816"	816	"ENSRNOG00000001357"	0.28488538064692
"817"	817	"ENSRNOG00000001360"	0.828187906446857
"818"	818	"ENSRNOG00000001367"	0.766564004490232
"819"	819	"ENSRNOG00000001368"	0.750413783503512
"820"	820	"ENSRNOG00000001369"	0.516229894161143
"821"	821	"ENSRNOG00000001370"	0.268319241060312
"822"	822	"ENSRNOG00000001372"	0.669339303656935
"823"	823	"ENSRNOG00000001374"	0.642133994710876
"824"	824	"ENSRNOG00000001375"	0.019306737513858
"825"	825	"ENSRNOG00000001376"	0.03232542188971
"826"	826	"ENSRNOG00000001377"	0.53269478733143
"827"	827	"ENSRNOG00000001378"	0.99426877291719
"828"	828	"ENSRNOG00000001379"	0.256665439470079
"829"	829	"ENSRNOG00000001380"	0.332380812620541
"830"	830	"ENSRNOG00000001383"	0.265566268184412
"831"	831	"ENSRNOG00000001385"	0.0605892919965171
"832"	832	"ENSRNOG00000001387"	0.547734802733497
"833"	833	"ENSRNOG00000001388"	0.632646755185034
"834"	834	"ENSRNOG00000001389"	0.218872684589615
"835"	835	"ENSRNOG00000001391"	0.081084187825819
"836"	836	"ENSRNOG00000001392"	0.988008727198031
"837"	837	"ENSRNOG00000001396"	0.57367433794222
"838"	838	"ENSRNOG00000001397"	0.277217669843812
"839"	839	"ENSRNOG00000001399"	NA
"840"	840	"ENSRNOG00000001402"	0.0334692751177555
"841"	841	"ENSRNOG00000001404"	0.173255704914927
"842"	842	"ENSRNOG00000001407"	0.94400998943857
"843"	843	"ENSRNOG00000001408"	0.295246931052309
"844"	844	"ENSRNOG00000001409"	0.601746088765849
"845"	845	"ENSRNOG00000001410"	0.480825833693186
"846"	846	"ENSRNOG00000001412"	0.817195181159327
"847"	847	"ENSRNOG00000001414"	0.478128449633048
"848"	848	"ENSRNOG00000001415"	0.26039782332106
"849"	849	"ENSRNOG00000001416"	0.753629029491969
"850"	850	"ENSRNOG00000001417"	0.00691379164408752
"851"	851	"ENSRNOG00000001418"	0.725746144200527
"852"	852	"ENSRNOG00000001419"	0.965535083517443
"853"	853	"ENSRNOG00000001420"	0.263611932987655
"854"	854	"ENSRNOG00000001422"	0.0415924298906895
"855"	855	"ENSRNOG00000001424"	0.779562177202898
"856"	856	"ENSRNOG00000001425"	0.759322871835198
"857"	857	"ENSRNOG00000001426"	0.302531615280237
"858"	858	"ENSRNOG00000001427"	0.42218923330093
"859"	859	"ENSRNOG00000001428"	0.865447468528836
"860"	860	"ENSRNOG00000001429"	0.130618333864199
"861"	861	"ENSRNOG00000001430"	0.532779880045629
"862"	862	"ENSRNOG00000001431"	0.67488159307036
"863"	863	"ENSRNOG00000001432"	0.997134603865378
"864"	864	"ENSRNOG00000001434"	0.694538408011616
"865"	865	"ENSRNOG00000001435"	0.506467797070669
"866"	866	"ENSRNOG00000001436"	0.880745641557637
"867"	867	"ENSRNOG00000001439"	0.219172373538166
"868"	868	"ENSRNOG00000001440"	0.146317066383551
"869"	869	"ENSRNOG00000001441"	0.407905557802905
"870"	870	"ENSRNOG00000001442"	0.129368495452127
"871"	871	"ENSRNOG00000001443"	0.407028805946003
"872"	872	"ENSRNOG00000001444"	0.109071757447799
"873"	873	"ENSRNOG00000001445"	0.595696493475511
"874"	874	"ENSRNOG00000001448"	0.446141627065779
"875"	875	"ENSRNOG00000001449"	0.330147991428259
"876"	876	"ENSRNOG00000001450"	0.482126323516555
"877"	877	"ENSRNOG00000001451"	0.595704058607725
"878"	878	"ENSRNOG00000001452"	0.129929361871423
"879"	879	"ENSRNOG00000001453"	0.849838993533107
"880"	880	"ENSRNOG00000001454"	0.231958528026342
"881"	881	"ENSRNOG00000001455"	0.855499481566386
"882"	882	"ENSRNOG00000001456"	0.059344310904244
"883"	883	"ENSRNOG00000001457"	0.592469122980807
"884"	884	"ENSRNOG00000001460"	0.346134724643741
"885"	885	"ENSRNOG00000001465"	0.27806337418759
"886"	886	"ENSRNOG00000001466"	NA
"887"	887	"ENSRNOG00000001469"	0.095722428135487
"888"	888	"ENSRNOG00000001470"	0.15090389364908
"889"	889	"ENSRNOG00000001474"	0.385260425021717
"890"	890	"ENSRNOG00000001475"	0.679205173810314
"891"	891	"ENSRNOG00000001476"	0.535181594960127
"892"	892	"ENSRNOG00000001477"	0.933361730891035
"893"	893	"ENSRNOG00000001478"	0.561333119867607
"894"	894	"ENSRNOG00000001479"	0.750395346897908
"895"	895	"ENSRNOG00000001480"	0.0453962365504527
"896"	896	"ENSRNOG00000001482"	0.16879009925514
"897"	897	"ENSRNOG00000001483"	0.71624844954661
"898"	898	"ENSRNOG00000001484"	0.426441836861506
"899"	899	"ENSRNOG00000001487"	0.655906460322731
"900"	900	"ENSRNOG00000001488"	0.682646345621766
"901"	901	"ENSRNOG00000001489"	0.441364937742459
"902"	902	"ENSRNOG00000001490"	0.0540966808461161
"903"	903	"ENSRNOG00000001492"	0.477466835564429
"904"	904	"ENSRNOG00000001493"	0.166462663669385
"905"	905	"ENSRNOG00000001494"	0.626707525058396
"906"	906	"ENSRNOG00000001499"	0.959733870097331
"907"	907	"ENSRNOG00000001500"	0.114661041295004
"908"	908	"ENSRNOG00000001501"	0.97105337454188
"909"	909	"ENSRNOG00000001503"	0.975865263724675
"910"	910	"ENSRNOG00000001506"	0.194411613700027
"911"	911	"ENSRNOG00000001510"	0.791315194697
"912"	912	"ENSRNOG00000001511"	NA
"913"	913	"ENSRNOG00000001512"	0.590979135413636
"914"	914	"ENSRNOG00000001514"	0.66172620137621
"915"	915	"ENSRNOG00000001515"	0.635884655042734
"916"	916	"ENSRNOG00000001516"	0.269476970989331
"917"	917	"ENSRNOG00000001517"	0.975180829186451
"918"	918	"ENSRNOG00000001518"	0.373537881689608
"919"	919	"ENSRNOG00000001519"	0.680154809451584
"920"	920	"ENSRNOG00000001520"	0.900410656779162
"921"	921	"ENSRNOG00000001522"	0.86036883993176
"922"	922	"ENSRNOG00000001524"	0.400242680749309
"923"	923	"ENSRNOG00000001525"	0.661012055752105
"924"	924	"ENSRNOG00000001527"	0.97064567519934
"925"	925	"ENSRNOG00000001528"	0.560770787340525
"926"	926	"ENSRNOG00000001531"	0.218734166756879
"927"	927	"ENSRNOG00000001544"	0.511447884808282
"928"	928	"ENSRNOG00000001547"	0.207619442341542
"929"	929	"ENSRNOG00000001548"	0.127552903200881
"930"	930	"ENSRNOG00000001549"	0.227209749299015
"931"	931	"ENSRNOG00000001551"	0.900309563711678
"932"	932	"ENSRNOG00000001554"	0.789758215860085
