chr,bin,start,end,mean_female,mean_male,female_cov,male_cov
chr1,929,81103632,81103883,0.393,0.169,19,45
chr1,931,81179498,81179757,0.651,0.876,26,78
chr1,932,81205858,81207329,0.492,0.275,81,218
chr1,933,81302784,81304069,0.666,0.396,73,159
chr1,934,81456346,81456525,0.511,0.299,10,11
chr1,940,81805592,81805961,0.617,0.925,11,33
chr1,942,81877647,81878056,0.221,0.445,23,74
chr1,943,81879373,81880430,0.746,0.4,60,121
chr1,946,81958563,81959037,0.857,0.642,17,22
chr1,947,82042931,82043290,0.754,0.546,31,60
chr1,948,82147098,82147182,0.109,0.332,11,18
chr1,950,82335910,82336366,0.605,0.812,17,36
chr1,953,82405870,82406304,0.549,0.342,6,26
chr1,955,82509760,82510399,0.348,0.106,4,16
chr1,958,83470337,83471873,0.694,0.486,7,9
chr1,961,83645359,83645603,0.67,0.883,14,32
chr1,962,83646440,83646602,0.643,0.847,10,7
chr1,964,84007050,84007236,0.866,0.653,3,7
chr1,965,84178402,84179064,0.89,0.674,21,36
chr1,967,84246463,84250413,0.783,0.396,79,227
chr1,968,84253646,84253699,0.588,0.797,8,20
chr1,969,84270151,84271184,0.931,0.713,26,51
chr1,971,84290041,84290250,0.763,0.494,4,17
chr1,973,84401681,84402098,0.776,0.539,38,54
chr1,974,84447213,84447685,0.603,0.822,7,8
chr1,977,84753916,84755019,0.415,0.165,34,54
chr1,978,84778688,84779765,0.511,0.179,30,36
chr1,980,84807824,84808260,0.858,0.616,10,22
chr1,981,84858856,84859081,0.945,0.738,10,27
chr1,984,85157983,85158390,0.437,0.658,17,29
chr1,986,85194531,85195051,0.673,0.879,3,2
chr1,988,85233460,85233920,0.737,0.539,38,78
chr1,989,85278757,85278925,0.676,0.887,22,59
chr1,990,85303703,85303831,0.17,0.386,11,12
chr1,995,85970456,85971456,0.614,0.411,19,27
chr1,996,85995788,85996542,0.419,0.66,13,25
chr1,997,85997882,85998373,0.55,0.771,16,17
chr1,1000,86158768,86160077,0.585,0.373,10,36
chr1,1002,86827370,86829145,0.502,0.129,30,81
chr1,1003,86874452,86874687,0.448,0.702,5,31
chr1,1005,87283963,87284391,0.557,0.809,17,60
chr1,1007,87395329,87395704,0.349,0.565,26,17
chr1,1008,87452619,87453419,0.561,0.342,35,78
chr1,1009,87459722,87459793,0.347,0.552,5,0
chr1,1011,87654830,87655444,0.472,0.252,18,51
chr1,1013,87674838,87674911,0.089,0.57,5,26
chr1,1017,87983990,87984398,0.562,0.358,11,18
chr1,1018,88030397,88031377,0.697,0.46,35,77
chr1,1019,88146173,88146992,0.384,0.171,21,27
chr1,1020,88599754,88599860,0.557,0.779,13,30
chr1,1021,88604224,88605828,0.373,0.15,41,146
chr1,1022,88670996,88671436,0.528,0.753,59,143
chr1,1023,88725988,88726058,0.658,0.881,5,14
chr1,1026,88870446,88871111,0.569,0.3,39,102
chr1,1028,88908923,88909522,0.68,0.917,38,86
chr1,1029,88913868,88914308,0.422,0.662,20,54
chr1,1030,88950167,88950765,0.464,0.125,25,79
chr1,1032,88995478,88995984,0.114,0.354,17,30
chr1,1033,89045711,89047348,0.401,0.184,35,108
chr1,1035,89085286,89085604,0.469,0.252,14,78
chr1,1036,89086157,89086377,0.587,0.374,41,76
chr1,1037,89181182,89181692,0.435,0.096,3,21
chr1,1039,89365122,89365345,0.299,0.526,32,61
chr1,1043,89431885,89433645,0.329,0.548,10,41
chr1,1044,89591650,89592036,0.333,0.137,11,23
chr1,1045,89612557,89613551,0.25,0.731,54,34
chr1,1046,89614108,89615494,0.497,0.854,67,75
chr1,1047,89736812,89737385,0.374,0.599,24,19
chr1,1050,89783535,89783729,0.645,0.448,3,3
chr1,1052,89975375,89975496,0.427,0.644,8,21
chr1,1054,90298140,90299915,0.783,0.51,20,77
chr1,1055,90408384,90408847,0.703,0.503,15,33
chr1,1058,90449641,90450385,0.767,0.533,34,45
chr1,1059,90461519,90461592,0.841,0.587,7,27
chr1,1060,90462810,90463304,0.851,0.62,20,48
chr1,1062,90647707,90648646,0.577,0.271,30,102
chr1,1064,90742493,90742655,0.269,0.481,21,55
chr1,1065,90815714,90816036,0.459,0.133,7,22
chr1,1067,90895082,90895529,0.441,0.701,23,39
chr1,1072,91447577,91448725,0.007,0.767,14,0
chr1,1076,91510962,91511217,0.547,0.793,19,31
chr1,1078,91524038,91524181,0.376,0.581,13,39
chr1,1079,91527155,91527491,0.492,0.753,24,49
chr1,1080,91545722,91545895,0.333,0.538,19,27
chr1,1088,92247666,92248017,0.673,0.475,12,16
chr1,1089,92252770,92253464,0.942,0.737,22,48
chr1,1090,92514282,92514703,0.714,0.487,4,12
chr1,1091,92621860,92622851,0.626,0.85,42,47
chr1,1092,92657610,92657943,0.493,0.283,17,43
chr1,1093,92725392,92725491,0.493,0.293,4,20
chr1,1094,92766859,92767034,0.566,0.782,8,16
chr1,1095,93036713,93037080,0.604,0.408,20,45
chr1,1096,93052420,93054384,0.497,0.828,28,29
chr1,1099,93264834,93265109,0.601,0.821,13,30
chr1,1101,93420080,93421772,0.844,0.576,41,140
chr1,1102,93475774,93476098,0.716,0.414,6,43
chr1,1104,93535266,93535701,0.682,0.485,10,13
chr1,1105,93714536,93714897,0.708,0.497,15,39
chr1,1107,93728049,93728261,0.331,0.534,8,10
chr1,1108,93775937,93776060,0.398,0.198,3,16
chr1,1110,94152120,94152263,0.4,0.636,48,76
chr1,1112,94256189,94256617,0.601,0.804,24,45
chr1,1113,94263355,94263917,0.449,0.246,19,71
chr1,1114,94418920,94419343,0.361,0.592,5,14
chr1,1117,94471122,94471875,0.383,0.131,38,89
chr1,1118,94474859,94475027,0.545,0.331,16,32
chr1,1119,94588244,94589258,0.56,0.851,29,79
chr1,1121,94863558,94863928,0.781,0.527,20,25
chr1,1124,94945717,94947187,0.506,0.781,42,95
chr1,1125,95272766,95274289,0.673,0.419,68,161
chr1,1126,95288457,95289051,0.491,0.696,13,24
chr1,1130,96218846,96219159,0.559,0.361,27,74
chr1,1135,97330878,97331070,0.506,0.709,18,40
chr1,1143,98129277,98129967,0.384,0.124,3,14
chr1,1146,98205536,98205707,0.366,0.768,12,13
chr1,1147,98206795,98207928,0.188,0.477,20,2
chr1,1150,98439941,98440183,0.518,0.282,85,210
chr1,1151,98440359,98440451,0.706,0.919,16,49
chr1,1152,98542689,98543151,0.647,0.873,4,3
chr1,1153,98543926,98544533,0.582,0.863,4,1
chr1,1154,98545072,98545608,0.637,0.856,21,77
chr1,1156,98691593,98692707,0.48,0.225,35,137
chr1,1158,98695739,98695818,0.423,0.081,11,23
chr1,1159,98881137,98881700,0.545,0.751,12,26
chr1,1162,99095077,99095842,0.44,0.219,21,37
chr1,1166,99388256,99388380,0.604,0.327,5,14
chr1,1168,99492299,99492851,0.76,0.556,25,58
chr1,1169,99499132,99499213,0.114,0.332,15,29
chr1,1171,99575199,99575972,0.407,0.963,24,67
chr1,1172,99576584,99576895,0.493,0.972,9,25
chr1,1173,99602539,99602548,0.37,0.178,6,16
chr1,1174,99602991,99603181,0.471,0.692,18,47
chr1,1177,99670110,99670836,0.529,0.736,22,46
chr1,1179,99727620,99728705,0.705,0.941,32,69
chr1,1181,99981944,99983121,0.553,0.33,32,95
chr1,1182,100297184,100297304,0.557,0.358,9,60
chr1,1183,100336818,100336918,0.618,0.419,10,25
chr1,1185,100398746,100399437,0.411,0.652,18,31
chr1,1186,100405272,100405421,0.726,0.516,11,33
chr1,1188,100433548,100433700,0.803,0.524,18,21
chr1,1189,100447968,100448030,0.669,0.476,9,39
chr1,1192,100512358,100512582,0.645,0.859,14,46
chr1,1193,100593059,100593529,0.206,0.473,15,55
chr1,1195,100806406,100806734,0.251,0.455,21,35
chr1,1197,100889271,100889604,0.692,0.933,17,29
chr1,1198,100971823,100972426,0.599,0.402,19,42
chr1,1199,100972964,100973065,0.682,0.489,9,21
chr1,1200,100980759,100981461,0.487,0.725,62,132
chr1,1201,100986393,100986961,0.465,0.684,15,28
chr1,1202,101043573,101043661,0.657,0.896,17,24
chr1,1203,101078436,101078712,0.791,0.588,15,44
chr1,1204,101156417,101157082,0.61,0.832,15,49
chr1,1205,101355376,101355762,0.614,0.865,5,21
chr1,1207,101564042,101565234,0.906,0.664,6,25
chr1,1208,101624337,101624584,0.602,0.808,24,70
chr1,1209,101804478,101804664,0.748,0.545,10,26
chr1,1210,101884714,101884804,0.546,0.752,17,36
chr1,1211,101939478,101939743,0.923,0.724,10,25
chr1,1212,101966209,101966736,0.647,0.428,51,110
chr1,1213,101992077,101992304,0.496,0.702,12,49
chr1,1215,102036949,102037771,0.673,0.403,35,76
chr1,1216,102107599,102107785,0.575,0.304,31,42
chr1,1217,102451302,102451441,0.783,0.578,33,25
chr1,1218,102584398,102585421,0.524,0.773,37,48
chr1,1219,102723635,102724647,0.535,0.775,54,101
chr1,1220,102735445,102735871,0.556,0.779,14,30
chr1,1221,102805560,102805886,0.358,0.616,16,54
chr1,1222,102807364,102807527,0.561,0.788,10,19
chr1,1223,103169646,103169886,0.564,0.765,4,22
chr1,1225,103179020,103179136,0.638,0.871,5,29
chr1,1226,103179990,103180961,0.456,0.726,5,20
chr1,1227,103304899,103305246,0.65,0.855,13,32
chr1,1228,103453291,103453689,0.854,0.648,8,38
chr1,1231,103456837,103456972,0.826,0.592,6,29
chr1,1232,103457640,103458800,0.792,0.572,42,75
chr1,1235,104272003,104272790,0.692,0.476,49,193
chr1,1238,104649632,104649890,0.84,0.61,18,17
chr1,1239,104726355,104726746,0.733,0.526,30,38
chr1,1241,104913355,104913669,0.333,0.542,30,46
chr1,1242,104927914,104928351,0.426,0.636,19,31
chr1,1243,104967515,104968498,0.381,0.616,40,102
chr1,1244,105004351,105005636,0.582,0.334,36,111
chr1,1247,105363608,105364596,0.812,0.608,6,16
chr1,1248,105538000,105538302,0.675,0.897,19,33
chr1,1250,105920386,105920998,0.412,0.657,28,82
chr1,1252,106045737,106046225,0.426,0.643,23,42
chr1,1257,106807779,106808406,0.536,0.747,37,53
chr1,1259,107227914,107228525,0.25,0.499,12,45
chr1,1261,107263258,107263858,0.792,0.559,26,75
chr1,1262,107264591,107265014,0.669,0.46,15,21
chr1,1263,107547335,107548400,0.415,0.75,36,60
chr1,1264,108143116,108145171,0.725,0.508,35,88
chr1,1266,108746147,108746268,0.705,0.489,4,25
chr1,1267,108747254,108748099,0.724,0.497,16,43
chr1,1269,108836241,108838110,0.506,0.748,32,69
chr1,1272,108840420,108841050,0.404,0.623,13,35
chr1,1275,108958670,108960834,0.382,0.611,33,67
chr1,1276,109195591,109198776,0.834,0.593,103,217
chr1,1281,109669908,109670602,0.732,0.509,8,39
chr1,1282,109671471,109672365,0.748,0.543,14,24
chr1,1283,110232138,110232569,0.568,0.784,10,14
chr1,1288,110993739,110993985,0.307,0.098,12,16
chr1,1290,110996049,110996508,0.429,0.092,21,42
chr1,1291,110998276,110999049,0.295,0.075,43,65
chr1,1292,111011421,111011461,0.421,0.162,11,41
chr1,1293,111011999,111012194,0.487,0.234,8,31
chr1,1296,111376830,111377434,0.63,0.834,7,20
chr1,1297,111422766,111425120,0.916,0.688,23,50
chr1,1298,111425910,111426714,0.899,0.606,11,15
chr1,1302,112591247,112592875,0.728,0.489,52,138
chr1,1303,112754001,112754458,0.65,0.879,12,34
chr1,1305,112756823,112757077,0.698,0.917,17,53
chr1,1306,112943909,112944573,0.882,0.661,13,28
chr1,1307,112948670,112949378,0.744,0.523,10,16
chr1,1310,113772000,113772407,0.653,0.432,35,87
chr1,1311,113871694,113874287,0.684,0.889,22,67
chr1,1313,114180238,114180379,0.852,0.654,10,19
chr1,1316,114451698,114452033,0.621,0.871,6,24
chr1,1318,114456965,114458907,0.597,0.849,33,44
chr1,1320,114962539,114963309,0.179,0.404,24,27
chr1,1321,114964101,114964942,0.11,0.353,26,26
chr1,1323,115282188,115282759,0.913,0.721,16,24
chr1,1324,116043313,116043673,0.828,0.623,17,40
chr1,1326,116548922,116549310,0.839,0.63,11,27
chr1,1327,116550171,116550629,0.824,0.619,15,60
chr1,1328,116690484,116690872,0.421,0.633,6,25
chr1,1329,116691868,116692235,0.426,0.657,33,75
chr1,1332,116694667,116694818,0.475,0.687,9,14
chr1,1333,116695662,116696324,0.482,0.686,15,30
chr1,1337,117236536,117236657,0.604,0.395,12,17
chr1,1338,117429887,117429918,0.373,0.684,20,27
chr1,1343,118388276,118388726,0.815,0.603,23,29
chr1,1344,118390382,118390922,0.798,0.577,11,33
chr1,1345,118391649,118392597,0.788,0.569,26,55
chr1,1347,119519844,119520643,0.363,0.117,8,32
chr1,1348,119521752,119522604,0.591,0.307,46,139
chr1,1353,120246217,120248879,0.567,0.812,48,100
chr1,1355,120547984,120548851,0.728,0.932,19,48
chr1,1358,120739496,120741181,0.729,0.508,23,71
chr1,1368,122434352,122435210,0.382,0.178,28,49
chr1,1369,122435848,122436417,0.372,0.164,9,27
chr1,1372,122685989,122686654,0.508,0.287,15,35
chr1,1375,122813824,122815080,0.852,0.614,24,52
chr1,1378,122817107,122817394,0.828,0.627,10,29
chr1,1380,123125072,123126304,0.407,0.18,15,57
chr1,1385,124330882,124332775,0.651,0.397,33,185
chr1,1389,124476096,124476415,0.632,0.877,10,26
chr1,1393,124588367,124588724,0.214,0.506,12,33
chr1,1395,124683752,124684675,0.836,0.622,51,125
chr1,1396,124751006,124751419,0.726,0.441,28,68
chr1,1397,124752067,124753283,0.356,0.139,48,99
chr1,1398,124771814,124772004,0.473,0.715,11,43
chr1,1399,124778144,124778589,0.49,0.293,14,26
chr1,1400,124833175,124834133,0.426,0.658,42,117
chr1,1401,124900525,124901281,0.44,0.222,32,89
chr1,1402,124955181,124956237,0.543,0.762,36,104
chr1,1403,124958011,124958448,0.559,0.362,31,24
chr1,1404,124964254,124965046,0.512,0.716,19,69
chr1,1405,125021850,125022381,0.369,0.16,13,24
chr1,1406,125074959,125075165,0.903,0.706,15,57
chr1,1409,125237366,125238140,0.37,0.135,38,81
chr1,1412,125586310,125586453,0.655,0.857,12,19
chr1,1413,125781346,125782070,0.829,0.632,27,68
chr1,1417,126082300,126082538,0.671,0.929,6,29
chr1,1418,126107048,126107307,0.54,0.747,27,31
chr1,1421,126347400,126347667,0.955,0.762,7,33
chr1,1422,126379861,126380424,0.867,0.655,21,71
chr1,1423,126566339,126566442,0.694,0.482,9,27
chr1,1424,126830906,126831571,0.969,0.731,8,26
chr1,1426,126961602,126962379,0.402,0.758,88,80
chr1,1427,126980262,126980378,0.831,0.626,11,31
chr1,1428,127007362,127008209,0.837,0.594,16,30
chr1,1429,127180111,127180892,0.741,0.51,18,46
chr1,1430,127196224,127197127,0.359,0.602,24,49
chr1,1431,127207762,127208018,0.849,0.655,12,14
chr1,1432,127240628,127241046,0.482,0.711,20,38
chr1,1433,127383973,127385035,0.546,0.792,35,38
chr1,1434,127387451,127388059,0.834,0.603,28,30
chr1,1437,127816763,127816850,0.627,0.83,14,31
chr1,1438,127833769,127835614,0.765,0.517,70,172
chr1,1439,127862390,127862808,0.812,0.584,11,27
chr1,1441,128085966,128086389,0.744,0.534,49,109
chr1,1443,128248752,128251014,0.371,0.132,51,125
chr1,1444,128393917,128394502,0.852,0.64,25,81
chr1,1445,128889619,128890532,0.362,0.167,22,79
chr1,1446,128921601,128922203,0.511,0.741,23,41
chr1,1449,128970863,128971077,0.586,0.392,9,31
chr1,1450,129028831,129029952,0.404,0.198,26,90
chr1,1451,129252339,129252626,0.906,0.703,18,25
chr1,1452,129299855,129300764,0.594,0.833,45,89
chr1,1453,129437064,129439732,0.639,0.385,33,69
chr1,1454,130480176,130480356,0.835,0.641,11,44
chr1,1455,130633156,130633798,0.888,0.679,22,43
chr1,1456,130688732,130689278,0.711,0.468,9,31
chr1,1458,130766460,130766817,0.55,0.354,8,20
chr1,1460,130776883,130777393,0.376,0.673,6,11
chr1,1461,130778105,130778745,0.453,0.727,8,10
chr1,1462,130779423,130779628,0.573,0.781,14,20
chr1,1463,130917053,130918350,0.755,0.512,46,111
chr1,1464,131081244,131082807,0.564,0.35,27,105
chr1,1468,131464815,131464936,0.676,0.885,3,3
chr1,1469,131514767,131515704,0.71,0.966,15,25
chr1,1470,131758094,131758650,0.839,0.609,12,35
chr1,1471,131859947,131860053,0.807,0.583,10,18
chr1,1473,132491821,132493249,0.531,0.804,33,71
chr1,1474,132831822,132832709,0.482,0.69,18,26
chr1,1475,132833982,132834648,0.593,0.822,12,46
chr1,1476,132877214,132877577,0.714,0.936,5,15
chr1,1478,133240909,133242194,0.724,0.931,15,51
chr1,1479,133366971,133367340,0.894,0.674,9,18
chr1,1481,133556657,133557248,0.639,0.857,16,40
chr1,1482,133650071,133650981,0.602,0.384,19,78
chr1,1483,133660536,133660964,0.617,0.835,11,34
chr1,1484,133661615,133662028,0.644,0.865,13,20
chr1,1488,134585147,134585811,0.832,0.614,14,29
chr1,1493,135156944,135157186,0.774,0.58,12,19
chr1,1494,135203693,135204701,0.466,0.686,14,20
chr1,1495,135455484,135456740,0.742,0.347,14,22
chr1,1508,136321106,136321365,0.916,0.707,6,5
chr1,1510,136442091,136442306,0.444,0.753,5,6
chr1,1511,136703358,136703472,0.778,0.558,18,14
chr1,1513,136709103,136710072,0.584,0.817,15,31
chr1,1514,136710861,136712116,0.55,0.788,16,42
chr1,1516,136871025,136871643,0.511,0.311,23,53
chr1,1518,137085206,137086269,0.83,0.626,10,21
chr1,1520,137278139,137278491,0.781,0.558,3,16
chr1,1523,137403911,137404335,0.988,0.673,13,27
chr1,1524,137456602,137457478,0.736,0.531,24,37
chr1,1527,137700533,137700792,0.823,0.623,3,14
chr1,1529,138043093,138044359,0.438,0.214,18,41
chr1,1531,138573529,138574194,0.638,0.839,5,9
chr1,1532,138715364,138716147,0.774,0.577,10,11
chr1,1537,139370968,139372162,0.371,0.133,12,37
chr1,1538,139373272,139373942,0.347,0.132,9,12
chr1,1539,139375545,139375760,0.293,0.09,11,20
chr1,1540,139688012,139689051,0.135,0.339,28,17
chr1,1543,140203929,140205265,0.434,0.225,74,164
chr1,1547,140605477,140606213,0.615,0.38,11,70
chr1,1548,140610405,140611520,0.588,0.362,33,99
chr1,1550,140819495,140819825,0.651,0.452,8,15
chr1,1551,141155930,141156912,0.737,0.463,47,163
chr1,1552,141164369,141165370,0.708,0.446,63,178
chr1,1553,141270012,141270728,0.519,0.755,19,53
chr1,1554,141421690,141422130,0.81,0.608,18,69
chr1,1556,141460331,141460391,0.542,0.753,8,25
chr1,1557,141525581,141526611,0.601,0.358,30,69
chr1,1558,141549169,141549692,0.701,0.96,15,18
chr1,1559,141895201,141896209,0.976,0.74,17,89
chr1,1560,141986977,141987680,0.774,0.484,26,37
chr1,1561,142067508,142068402,0.042,0.258,15,28
chr1,1562,142152705,142153350,0.942,0.737,4,14
chr1,1564,142354672,142354750,0.881,0.688,6,11
chr1,1566,142479047,142479645,0.793,0.547,25,95
chr1,1568,142551934,142552263,0.466,0.681,6,31
chr1,1570,142817724,142817759,0.7,0.493,10,63
chr1,1577,143429201,143429701,0.738,0.542,34,63
chr1,1578,143503086,143503497,0.71,0.485,20,83
chr1,1579,143658561,143659226,0.458,0.667,7,47
chr1,1580,143813938,143814152,0.94,0.737,6,21
chr1,1582,144001645,144003134,0.539,0.324,77,204
chr1,1583,144065379,144066091,0.882,0.675,15,39
chr1,1585,144196961,144198271,0.79,0.571,25,68
chr1,1586,144206523,144207461,0.812,0.573,17,35
chr1,1591,144387026,144387319,0.726,0.518,11,30
chr1,1592,144546912,144547338,0.726,0.519,12,76
chr1,1595,144797732,144797945,0.466,0.672,16,38
chr1,1596,144798618,144799817,0.367,0.585,19,46
chr1,1599,145296435,145296828,0.901,0.639,15,43
chr1,1601,145381669,145382634,0.763,0.552,20,54
chr1,1602,145480525,145481639,0.9,0.69,25,46
chr1,1603,145499774,145500511,0.285,0.5,19,26
chr1,1604,145540867,145541667,0.502,0.309,22,38
chr1,1607,145740381,145740672,0.382,0.111,11,31
chr1,1609,146223530,146223854,0.617,0.84,29,49
chr1,1611,147101321,147101880,0.663,0.915,28,72
chr1,1621,148430429,148430572,0.908,0.701,12,29
chr1,1622,148452599,148453387,0.466,0.802,20,13
chr1,1623,148633170,148634124,0.64,0.88,13,23
chr1,1626,148722187,148722920,0.712,0.467,19,62
chr1,1631,149478817,149479591,0.67,0.876,24,71
chr1,1634,150293198,150293494,0.444,0.644,8,37
chr1,1636,150342475,150343105,0.755,0.547,16,48
chr1,1637,150364163,150364502,0.454,0.699,12,15
chr1,1641,150367591,150368351,0.55,0.819,4,17
chr1,1643,150593894,150594765,0.831,0.558,7,23
chr1,1648,150800727,150801852,0.423,0.224,14,27
chr1,1649,151329490,151330371,0.359,0.583,20,42
chr1,1650,151331366,151331551,0.37,0.636,16,35
chr1,1651,151332193,151334356,0.384,0.628,27,64
chr1,1654,151405421,151405872,0.654,0.897,4,12
chr1,1655,151447696,151448994,0.641,0.844,10,33
chr1,1656,151957197,151958138,0.321,0.122,34,128
chr1,1657,151988918,151990696,0.487,0.265,45,107
chr1,1659,152868276,152868634,0.692,0.469,8,47
chr1,1660,152903887,152904933,0.779,0.529,44,118
chr1,1664,153603699,153603980,0.811,0.611,21,68
chr1,1666,153739052,153739436,0.801,0.598,14,23
chr1,1668,153898404,153898590,0.601,0.804,5,22
chr1,1669,154075913,154076915,0.817,0.596,38,91
chr1,1678,155037821,155038150,0.844,0.645,5,13
chr1,1683,155152462,155153462,0.511,0.741,19,38
chr1,1685,155348153,155349950,0.506,0.729,41,74
chr1,1687,155473238,155474080,0.696,0.932,15,44
chr1,1688,155556906,155557492,0.533,0.741,6,19
chr1,1689,156162799,156163342,0.906,0.594,3,2
chr1,1690,156262805,156263191,0.574,0.885,4,2
chr1,1692,156409211,156410399,0.598,0.83,10,24
chr1,1693,156479457,156479558,0.585,0.801,6,16
chr1,1694,157227100,157228499,0.382,0.616,35,99
chr1,1695,157243751,157244894,0.582,0.336,55,158
chr1,1698,157585631,157586872,0.524,0.739,22,54
chr1,1702,157942771,157943276,0.515,0.237,8,41
chr1,1703,158096289,158096753,0.809,0.613,17,35
chr1,1708,158231072,158232713,0.359,0.111,30,119
chr1,1709,158233485,158235328,0.336,0.106,19,86
chr1,1710,158296474,158297338,0.799,0.601,13,35
chr1,1711,158832496,158833932,0.461,0.765,55,125
chr1,1714,158836535,158836767,0.584,0.81,10,23
chr1,1715,158937050,158937216,0.638,0.43,4,6
chr1,1716,158938109,158938244,0.593,0.335,16,41
chr1,1717,158939031,158939981,0.553,0.326,38,70
chr1,1722,159644003,159644500,0.624,0.294,6,39
chr1,1724,159646943,159647108,0.514,0.303,6,35
chr1,1727,159891858,159892055,0.417,0.721,9,24
chr1,1729,160020624,160021264,0.886,0.689,6,13
chr1,1731,160036946,160037663,0.572,0.805,12,23
chr1,1732,160113604,160114205,0.638,0.845,17,56
chr1,1733,160115142,160115305,0.546,0.767,19,14
chr1,1735,160809366,160810906,0.7,0.448,47,85
chr1,1736,161022320,161022756,0.453,0.261,8,61
chr1,1740,161527056,161527659,0.391,0.608,16,48
chr1,1741,161593789,161594485,0.602,0.395,36,70
chr1,1742,161677615,161677822,0.277,0.081,7,13
chr1,1745,162350312,162350948,0.566,0.798,27,56
chr1,1746,162463431,162464136,0.508,0.715,15,42
chr1,1748,162583484,162583536,0.648,0.416,4,15
chr1,1749,162696084,162696905,0.843,0.643,45,101
chr1,1750,163030858,163031091,0.886,0.675,4,18
chr1,1751,163064909,163065383,0.84,0.539,9,28
chr1,1755,163329215,163329348,0.602,0.893,6,7
chr1,1757,163662688,163662920,0.659,0.882,55,131
chr1,1758,163896399,163896616,0.487,0.711,13,32
chr1,1759,163929694,163932068,0.6,0.894,105,177
chr1,1761,164085164,164085984,0.574,0.816,47,99
chr1,1762,164219702,164220759,0.692,0.478,18,46
chr1,1764,164503035,164503514,0.957,0.72,26,49
chr1,1765,164759002,164759638,0.577,0.356,41,103
chr1,1767,164860181,164861307,0.375,0.165,34,92
chr1,1768,164956916,164957327,0.653,0.449,34,73
chr1,1770,165170681,165170964,0.233,0.554,97,172
chr1,1771,165196931,165198185,0.47,0.224,48,161
chr1,1772,165293522,165293965,0.672,0.88,17,40
