chr,bin,start,end,mean_female,mean_estradiol,female_cov,estradiol_cov,slope_clusters,num_cpg
chr1,730,48638202,48638204,0.495,0.768,9,22,0.000611574266208059,5
chr1,731,48652040,48652042,0.506,0.738,13,33,0.0813259722955409,5
chr1,732,48652854,48652856,0.284,0.497,7,18,0.00787943074683506,5
chr1,733,48671735,48671737,0.847,0.631,25,74,0.0942874951320898,11
chr1,734,48826544,48826546,0.593,0.383,10,8,0.328384527821754,3
chr1,735,48895894,48895896,0.611,0.418,24,25,0.00336158583246871,4
chr1,736,48896349,48896351,0.638,0.436,13,15,0.0229989884229542,3
chr1,737,48969843,48969845,0.724,0.529,25,28,0.172627813642579,6
chr1,739,49005309,49005311,0.588,0.353,47,51,0.0807265298037869,11
chr1,740,49186863,49186865,0.577,0.785,22,34,0.00071105429483298,4
chr1,741,49187266,49187268,0.564,0.767,15,23,0.00209129977094091,4
chr1,742,49482785,49482787,0.72,0.517,31,57,0.0746051047489775,12
chr1,744,49753811,49753813,0.686,0.894,7,17,0.000438280726132279,4
chr1,747,49755387,49755389,0.676,0.904,15,35,0.00216010381597354,6
chr1,748,49909344,49909346,0.634,0.375,24,49,2.83789710894267e-05,11
chr1,750,50488160,50488162,0.287,0.489,64,78,0.0495650337157721,14
chr1,751,50558289,50558291,0.458,0.661,22,31,0.0206163096172569,3
chr1,754,51068711,51068713,0.846,0.652,25,32,0.0173623784580104,8
chr1,755,51403739,51403741,0.801,0.599,17,38,0.0111175538606284,6
chr1,757,51619382,51619384,0.68,0.879,13,9,0.000968526327959074,6
chr1,760,52696494,52696496,0.455,0.241,41,81,0.0158719590422924,13
chr1,761,52702505,52702507,0.476,0.701,25,45,0.00298068940362217,7
chr1,763,52739750,52739752,0.6,0.826,18,36,0.05735269030992,7
chr1,764,52897670,52897672,0.403,0.623,13,24,0.0411703462832891,4
chr1,765,52993259,52993261,0.575,0.226,29,48,0.424963032427699,7
chr1,766,53151714,53151716,0.716,0.447,15,34,0.2325533481561,5
chr1,767,53153782,53153784,0.391,0.701,8,8,0.221512720998849,3
chr1,768,53175475,53175477,0.584,0.336,9,16,0.364835568186009,3
chr1,769,53220957,53220959,0.42,0.644,8,39,0.116032784077191,8
chr1,770,53294340,53294342,0.706,0.519,9,23,0.0619164815180455,3
chr1,771,53349275,53349277,0.704,0.416,23,24,0.0396603034690378,7
chr1,776,53570571,53570573,0.577,0.79,22,49,0.0632544760244318,9
chr1,777,53899851,53899853,0.796,0.58,42,46,0.0423183981607401,11
chr1,778,54400862,54400864,0.631,0.829,26,37,0.00388618048859357,8
chr1,782,54805303,54805305,0.65,0.886,18,21,0.00500108845969072,5
chr1,790,56358010,56358012,0.857,0.65,16,18,0.000157884350298731,6
chr1,791,56370036,56370038,0.475,0.684,31,38,0.0429363663092149,9
chr1,792,56395430,56395432,0.686,0.923,29,45,0.0121919379702072,13
chr1,794,56489145,56489147,0.827,0.592,31,60,0.0939382873349737,11
chr1,795,56493537,56493539,0.409,0.787,17,18,0.0239352899036423,5
chr1,796,56533072,56533074,0.288,0.667,127,155,0.017125800510049,39
chr1,797,56586519,56586521,0.44,0.707,18,26,0.00475689121598388,5
chr1,798,56680684,56680686,0.815,0.558,41,68,0.0325996919705592,12
chr1,801,57293395,57293397,0.937,0.751,10,19,0.00394320287374916,4
chr1,803,57328905,57328907,0.136,0.345,8,19,0.00600215598818249,4
chr1,804,57329458,57329460,0.069,0.283,10,10,0.00346822811856218,5
chr1,805,57346892,57346894,0.592,0.877,12,19,0.109915521943142,4
chr1,807,57460815,57460817,0.618,0.434,15,48,0.0182147755192957,5
chr1,811,57553975,57553977,0.345,0.573,25,47,0.140433716060175,8
chr1,812,57556016,57556018,0.849,0.597,8,9,0.261713997528067,3
chr1,813,57689537,57689539,0.321,0.544,5,13,0.521531568821729,5
chr1,816,57912906,57912908,0.525,0.78,11,26,0.00280899329899453,6
chr1,817,58013525,58013527,0.506,0.732,13,23,0.015388791320632,4
chr1,818,58014036,58014038,0.443,0.767,15,42,0.0362141658798856,7
chr1,819,58051831,58051833,0.93,0.728,16,31,0.00196210580016565,6
chr1,823,58200824,58200826,0.48,0.774,12,21,0.0133556307401342,6
chr1,824,58201881,58201883,0.447,0.808,4,8,0.0022043768354616,3
chr1,830,58967777,58967779,0.82,0.628,11,8,0.000195094566925569,5
chr1,833,59128445,59128447,0.421,0.81,17,28,0.549942865562524,6
chr1,834,59130570,59130572,0.294,0.026,6,12,0.0281245989940412,3
chr1,835,59165382,59165384,0.648,0.864,14,23,0.0211039214661949,4
chr1,840,59385968,59385970,0.306,0.752,12,34,0.24131483380041,9
chr1,842,59430573,59430575,0.726,0.53,14,14,0.00656693346189208,5
chr1,843,59440939,59440941,0.536,0.837,5,12,0.0622029006144401,3
chr1,844,59442607,59442609,0.706,0.936,7,14,0.00206704359988308,4
chr1,845,59699447,59699449,0.683,0.398,8,18,0.340691762814821,6
chr1,846,59704690,59704692,0.795,0.564,34,73,0.318498347721142,10
chr1,848,59728136,59728138,0.263,0.654,11,25,0.223277792275439,4
chr1,859,60067998,60068000,0.9,0.7,8,10,0.0020518712466111,5
chr1,869,60625652,60625654,0.592,0.804,12,8,0.0174081223042244,3
chr1,874,61260417,61260419,0.535,0.825,15,26,0.0874087485562429,6
chr1,879,61424346,61424348,0.65,0.91,17,20,0.00407191317074163,4
chr1,880,61424965,61424967,0.478,0.912,11,13,0.00618627574582176,5
chr1,881,61431419,61431421,0.333,0.102,7,6,0.0395016532226237,3
chr1,883,61483876,61483878,0.494,0.83,12,12,0.0201575062855339,5
chr1,884,61485551,61485553,0.32,0.581,19,43,0.0861998964952957,9
chr1,887,61725268,61725270,0.197,0.497,8,21,0.186873313114947,5
chr1,888,61747845,61747847,0.37,0.636,12,24,0.110775420704375,5
chr1,889,61749077,61749079,0.587,0.847,16,28,0.0779029197332552,6
chr1,891,62044974,62044976,0.59,0.786,12,9,0.00589445615338169,4
chr1,903,62380063,62380065,0.935,0.566,24,35,0.180147298401235,5
chr1,909,62574693,62574695,0.51,0.737,5,10,0.0500724338114118,3
chr1,910,62576983,62576985,0.345,0.097,46,114,0.0148281027304095,24
chr1,912,62580180,62580182,0.702,0.93,7,9,0.033190792534283,3
chr1,914,62653697,62653699,0.614,0.856,11,23,0.000829862101963896,3
chr1,918,62858881,62858883,0.841,0.65,9,10,0.0027953679247481,3
chr1,927,63839299,63839301,0.786,0.573,5,4,0.00257927051693096,3
chr1,928,63840291,63840293,0.787,0.529,5,7,0.00210276845704027,3
chr1,939,64175417,64175419,0.175,0.656,29,48,0.06369932314333,7
chr1,942,64200374,64200376,0.882,0.671,15,23,0.00651208919730417,6
chr1,943,64294367,64294369,0.325,0.535,56,76,0.123851865763493,17
chr1,944,64316442,64316444,0.656,0.47,29,63,0.00637851119846178,9
chr1,945,64317695,64317697,0.795,0.612,15,27,0.0498716520490081,4
chr1,948,64407373,64407375,0.525,0.32,12,39,0.206564935050638,4
chr1,950,64436382,64436384,0.559,0.795,11,19,0.0921830002653685,3
chr1,951,64443332,64443334,0.526,0.75,12,9,0.247341928456377,3
chr1,952,64540316,64540318,0.478,0.709,25,27,0.096336988482408,6
chr1,962,64696897,64696899,0.568,0.781,6,14,0.00273877032977698,4
chr1,964,64721507,64721509,0.271,0.737,3,9,0.0129750389746974,3
chr1,965,64723122,64723124,0.597,0.957,4,10,0.00287949447740865,4
chr1,971,64993702,64993704,0.964,0.684,16,22,0.00139168772027165,3
chr1,976,65277400,65277402,0.595,0.863,3,3,0.000337335425965701,3
chr1,978,65521793,65521795,0.397,0.665,7,26,0.411809578574656,3
chr1,980,65539132,65539134,0.938,0.67,9,33,0.125985367881043,4
chr1,981,65549694,65549696,0.185,0.389,7,20,0.111796991733107,3
chr1,982,65609162,65609164,0.727,0.943,35,34,0.00576521016527032,6
chr1,983,65610765,65610767,0.367,0.681,15,19,0.347745896285056,4
chr1,985,65705779,65705781,0.727,0.101,10,16,0.0545157236023594,3
chr1,993,65954572,65954574,0.629,0.857,20,21,0.0129277610731198,5
chr1,996,66131993,66131995,0.559,0.835,12,15,0.00354694812120415,5
chr1,1001,66255843,66255845,0.09,0.543,3,7,0.0562601171795495,3
chr1,1002,66269015,66269017,0.841,0.624,6,5,0.00525622542371318,3
chr1,1006,66321303,66321305,0.761,0.563,9,19,0.00449001716887121,4
chr1,1008,66322703,66322705,0.784,0.588,14,51,0.00740941378635918,6
chr1,1012,66891620,66891622,0.34,0.554,16,25,0.0654225189215978,5
chr1,1019,68000396,68000398,0.577,0.785,9,14,0.0130046384203739,3
chr1,1023,68072351,68072353,0.645,0.86,12,23,0.00422799552364572,4
chr1,1034,68508754,68508756,0.873,0.662,17,18,0.000118032830983994,6
chr1,1036,68597810,68597812,0.72,0.53,13,27,0.00824968965784867,6
chr1,1038,68602795,68602797,0.792,0.504,8,3,0.00138245379177482,3
chr1,1040,68604368,68604370,0.814,0.524,7,10,0.00292797676520984,3
chr1,1042,68605665,68605667,0.826,0.542,29,16,0.00155055229048751,5
chr1,1048,68688557,68688559,0.887,0.695,16,28,0.000491296386895601,5
chr1,1049,68690934,68690936,0.885,0.69,7,30,2.65015486187181e-05,3
chr1,1050,68691494,68691496,0.884,0.688,23,30,0.000367199044276401,5
chr1,1053,68777957,68777959,0.871,0.654,11,12,0.0047970566236899,4
chr1,1056,69672951,69672953,0.582,0.394,12,17,0.0675613189639659,6
chr1,1058,69696551,69696553,0.812,0.586,11,25,0.00130677026734505,4
chr1,1059,69744594,69744596,0.663,0.901,48,52,0.195462177395425,12
chr1,1061,69854480,69854482,0.547,0.876,15,31,0.276038438972086,6
chr1,1063,69977986,69977988,0.601,0.811,8,25,0.10338019547993,4
chr1,1066,70002183,70002185,0.733,0.935,16,28,0.00556159258705036,9
chr1,1067,70071765,70071767,0.614,0.418,72,130,0.00298550386251117,22
chr1,1069,70189851,70189853,0.313,0.561,8,17,0.0771324578307335,3
chr1,1070,70391542,70391544,0.834,0.546,8,7,0.00885183913805887,3
chr1,1071,70436140,70436142,0.834,0.592,8,20,0.0018524459706537,3
chr1,1073,70544546,70544548,0.957,0.767,16,26,0.00252774041302328,4
chr1,1075,71119766,71119768,0.897,0.67,18,24,0.00466196063528168,7
chr1,1076,71177123,71177125,0.555,0.948,13,17,0.000486570157000821,8
chr1,1077,71178021,71178023,0.118,0.531,9,17,0.0814474873555234,3
chr1,1078,71244796,71244798,0.387,0.61,14,37,0.232212298957796,6
chr1,1079,71383472,71383474,0.625,0.428,50,71,0.0643458753935551,9
chr1,1084,71618650,71618652,0.613,0.233,8,10,0.00124120920374465,4
chr1,1085,71654973,71654975,0.394,0.605,3,5,0.00115266492452581,3
chr1,1087,71724571,71724573,0.973,0.781,5,8,0.00727000479211959,4
chr1,1088,71799400,71799402,0.833,0.648,7,6,0.000241845342667135,3
chr1,1092,71806842,71806844,0.784,0.588,12,8,0.00100177515474409,3
chr1,1099,72061532,72061534,0.925,0.649,7,22,0.00283152635307582,3
chr1,1101,72274072,72274074,0.97,0.716,18,16,0.000403838459100525,4
chr1,1103,72310630,72310632,0.105,0.339,6,11,0.074104395524788,3
chr1,1106,72355599,72355601,0.534,0.88,20,32,0.266491303578163,8
chr1,1107,72357368,72357370,0.713,0.419,10,14,0.333617022125579,5
chr1,1109,72378403,72378405,0.797,0.592,12,13,0.30466894690886,3
chr1,1110,72434664,72434666,0.475,0.227,29,55,0.0118249029830069,6
chr1,1112,72471593,72471595,0.409,0.63,8,8,0.105044377291208,3
chr1,1113,72473258,72473260,0.371,0.108,11,14,0.109019944585313,4
chr1,1116,72579212,72579214,0.364,0.776,7,16,0.315181401068307,5
chr1,1123,72662181,72662183,0.383,0.592,10,36,0.161539202790721,5
chr1,1124,72759317,72759319,0.895,0.637,6,17,0.204747003012175,4
chr1,1126,72805031,72805033,0.834,0.632,4,24,0.000193067240886413,3
chr1,1128,72859884,72859886,0.543,0.315,6,16,0.324874475612999,3
chr1,1130,72937910,72937912,0.83,0.35,11,23,0.0660510833997856,3
chr1,1133,72986458,72986460,0.704,0.9,9,15,0.00660683910635518,4
chr1,1134,73120808,73120810,0.834,0.616,9,19,0.00290250828860328,3
chr1,1161,74523256,74523258,0.807,0.603,14,20,0.000591914263875837,4
chr1,1162,74593364,74593366,0.832,0.645,18,20,0.00242093606732985,5
chr1,1164,74596071,74596073,0.802,0.556,11,17,0.00698112161881248,4
chr1,1166,74597670,74597672,0.776,0.519,10,15,0.00472095549681373,4
chr1,1167,74599434,74599436,0.743,0.501,5,6,0.000769854541807224,3
chr1,1168,74601487,74601489,0.712,0.522,11,10,0.00341896116066254,3
chr1,1169,74803739,74803741,0.836,0.635,8,19,0.00190485131071605,3
chr1,1173,74807704,74807706,0.866,0.554,6,11,0.00405704321477018,3
chr1,1174,74811195,74811197,0.895,0.646,5,13,0.000553156714263703,3
chr1,1179,75053481,75053483,0.935,0.645,4,4,0.00251868028672286,3
chr1,1186,75332432,75332434,0.765,0.576,15,11,0.0555955910874161,3
chr1,1189,75645450,75645452,0.769,0.468,64,154,0.0176967313056741,26
chr1,1192,75775246,75775248,0.897,0.629,15,17,0.00762055416840812,5
chr1,1194,75777854,75777856,0.942,0.729,6,7,0.00305340537871046,3
chr1,1195,75831744,75831746,0.662,0.866,12,15,0.000770307079382193,7
chr1,1197,75833461,75833463,0.637,0.855,30,36,0.00348008938914945,6
chr1,1200,76224364,76224366,0.706,0.918,9,30,2.45318716340925e-07,3
chr1,1204,76433466,76433468,0.804,0.571,7,3,0.000519586688736196,3
chr1,1210,76526225,76526227,0.662,0.864,8,14,0.000646387754448474,4
chr1,1211,76627813,76627815,0.667,0.862,11,12,1.30694612778814e-05,5
chr1,1218,77409533,77409535,0.532,0.814,10,14,0.00206056467090832,4
chr1,1220,77417278,77417280,0.676,0.916,38,62,0.0167559700188278,15
chr1,1223,77651751,77651753,0.999,0.783,5,8,4.50202314371539e-05,3
chr1,1227,77939685,77939687,0.432,0.659,22,21,0.0105409561374669,5
chr1,1229,77948484,77948486,0.359,0.742,12,17,0.126859695503571,5
chr1,1230,78016639,78016641,0.379,0.661,6,15,0.43063655951082,3
chr1,1231,78026854,78026856,0.249,0.459,24,48,0.0808806327671295,6
chr1,1232,78111610,78111612,0.138,0.467,8,15,0.345971319931763,5
chr1,1233,78178845,78178847,0.533,0.742,40,59,0.0955622228391696,11
chr1,1234,78202076,78202078,0.505,0.725,14,21,0.0651812694552796,6
chr1,1235,78227028,78227030,0.741,0.506,5,8,0.199149862834481,3
chr1,1236,78228267,78228269,0.652,0.869,3,3,0.00377567238511534,3
chr1,1238,78240851,78240853,0.502,0.894,6,23,2.68112514999475e-05,5
chr1,1239,78242919,78242921,0.135,0.384,9,17,0.0274667620767304,4
chr1,1240,78249010,78249012,0.251,0.688,18,34,0.0746518087059777,5
chr1,1244,78265428,78265430,0.887,0.629,14,16,0.0405390988222238,3
chr1,1246,78417310,78417312,0.392,0.634,5,18,0.106472793093975,3
chr1,1247,78452889,78452891,0.762,0.576,21,46,0.0566073052106,8
chr1,1253,78767005,78767007,0.689,0.478,14,15,0.229110375229187,3
chr1,1255,78820389,78820391,0.453,0.257,12,29,0.164875794466278,6
chr1,1256,78852643,78852645,0.547,0.277,9,13,0.334470798553918,6
chr1,1257,78923550,78923552,0.717,0.485,31,52,0.273516770636542,8
chr1,1259,78931529,78931531,0.741,0.487,26,39,0.101513589847389,6
chr1,1260,78940349,78940351,0.622,0.864,15,28,0.0080230565538707,4
chr1,1261,78998257,78998259,0.764,0.544,22,23,0.0393941763429729,7
chr1,1262,78999301,78999303,0.48,0.241,17,33,0.0247899491461226,8
chr1,1263,79010644,79010646,0.612,0.416,11,20,0.0152473608743755,5
chr1,1271,79367179,79367181,0.716,0.474,3,5,0.00310105372341535,3
chr1,1273,79496793,79496795,0.785,0.594,4,12,0.000359599614137895,3
chr1,1274,79497742,79497744,0.786,0.601,9,16,0.000183951426073303,3
chr1,1277,79509800,79509802,0.534,0.736,5,5,0.00833185081946897,3
chr1,1281,79653379,79653381,0.788,0.604,23,18,0.0012052419895644,3
chr1,1282,79756750,79756752,0.697,0.928,30,72,0.0810721178345638,11
chr1,1284,79780799,79780801,0.371,0.61,5,7,0.214884874619546,3
chr1,1286,79815108,79815110,0.639,0.865,7,14,0.0416311353042979,3
chr1,1289,79900390,79900392,0.442,0.668,11,37,0.0559543251505287,4
chr1,1290,79978207,79978209,0.328,0.666,20,45,0.00484160199333172,9
chr1,1291,79980084,79980086,0.854,0.301,15,14,0.158011941035496,5
chr1,1296,80063867,80063869,0.313,0.555,8,29,0.0934575751067325,5
chr1,1298,80087939,80087941,0.205,0.415,7,9,0.154353803950261,4
chr1,1300,80219331,80219333,0.659,0.428,12,19,0.299352774518783,6
chr1,1301,80222496,80222498,0.496,0.275,12,31,0.0877987862571933,3
chr1,1302,80252606,80252608,0.382,0.671,5,12,0.0424935235131521,3
chr1,1303,80292925,80292927,0.668,0.4,7,10,0.0980563095514757,4
chr1,1304,80311362,80311364,0.597,0.361,31,52,0.0533876801651896,14
chr1,1306,80334522,80334524,0.821,0.621,15,40,0.0157818516617473,5
chr1,1307,80345979,80345981,0.653,0.916,67,100,0.00268268541502803,19
chr1,1309,80379198,80379200,0.38,0.58,8,9,0.0426438602623876,3
chr1,1312,80472692,80472694,0.815,0.542,12,14,0.106305058862135,3
chr1,1313,80482536,80482538,0.936,0.716,13,19,0.0161042714440507,3
chr1,1314,80489024,80489026,0.36,0.643,11,29,0.383341297803117,5
chr1,1316,80717240,80717242,0.302,0.561,6,17,0.191555341553361,3
chr1,1317,80732278,80732280,0.301,0.675,44,73,0.144698316702232,10
chr1,1319,80819072,80819074,0.884,0.657,13,29,0.00817536885380343,7
chr1,1324,80979290,80979292,0.362,0.799,106,81,0.0270182548195939,24
chr1,1328,81071531,81071533,0.819,0.566,14,31,0.199428506678461,4
chr1,1330,81109069,81109071,0.935,0.724,46,76,0.00440134077661825,13
chr1,1331,81114243,81114245,0.911,0.615,47,107,0.0211427555016649,19
chr1,1336,81234690,81234692,0.416,0.615,15,14,0.00206503348547138,3
chr1,1338,81295178,81295180,0.646,0.895,89,116,0.105235135883933,15
chr1,1339,81301582,81301584,0.81,0.601,20,48,0.0383887549604984,10
chr1,1340,81327380,81327382,0.765,0.577,16,29,0.167684882419801,5
chr1,1341,81373694,81373696,0.527,0.289,36,50,0.527945979138888,10
chr1,1342,81447415,81447417,0.845,0.623,24,23,0.0908999613760414,5
chr1,1344,81521592,81521594,0.576,0.788,16,14,0.0298208900412972,5
chr1,1348,81899699,81899701,0.824,0.633,30,58,0.105026144460682,8
chr1,1349,81911807,81911809,0.778,0.488,9,10,0.0170718754029588,3
chr1,1350,81951085,81951087,0.348,0.616,7,7,0.475608614807375,3
chr1,1355,82135117,82135119,0.741,0.499,17,17,0.04143621861345,5
chr1,1357,82287843,82287845,0.975,0.787,14,35,0.0139409262817958,4
chr1,1358,82327921,82327923,0.348,0.554,23,52,0.126242632024154,9
chr1,1359,82408532,82408534,0.857,0.665,54,73,8.81775035407317e-05,10
chr1,1362,82453128,82453130,0.23,0.532,12,21,0.138610882543074,3
chr1,1363,82544874,82544876,0.257,0.491,12,11,0.0759369628293527,3
chr1,1364,82577069,82577071,0.831,0.615,29,61,0.00861099860146353,10
chr1,1365,82595197,82595199,0.386,0.594,7,18,0.000122349891705065,3
chr1,1366,82611592,82611594,0.54,0.855,29,42,0.173810123525419,9
chr1,1383,83428476,83428478,0.895,0.697,9,12,0.000242913295786296,3
chr1,1385,83564774,83564776,0.741,0.997,15,4,6.57714733002246e-05,4
chr1,1386,83610101,83610103,0.996,0.504,8,7,0.000406061640466526,4
chr1,1388,83946660,83946662,0.529,0.259,60,120,0.0101547863882624,14
chr1,1391,84146851,84146853,0.481,0.299,10,39,0.0128230096749261,4
chr1,1392,84151425,84151427,0.506,0.703,9,22,0.0568933729155714,4
chr1,1394,84184369,84184371,0.528,0.751,20,31,0.240865799538393,5
chr1,1395,84205822,84205824,0.638,0.383,14,25,0.166685326925496,4
chr1,1397,84224186,84224188,0.589,0.786,6,33,0.0018051017064995,3
chr1,1398,84256633,84256635,0.542,0.304,8,13,0.205184899685565,3
chr1,1401,84425001,84425003,0.847,0.655,17,34,0.0347579408321512,8
chr1,1402,84466838,84466840,0.41,0.631,6,20,0.304718054158823,4
chr1,1408,84637560,84637562,0.505,0.263,5,7,0.119196802016,3
chr1,1409,84677953,84677955,0.51,0.715,17,44,0.0331375177112861,4
chr1,1410,84802644,84802646,0.682,0.443,24,36,0.0058971509938136,6
chr1,1411,84812651,84812653,0.218,0.419,16,25,0.0861236495082624,7
chr1,1415,85112359,85112361,0.639,0.353,5,6,0.153149817077249,3
chr1,1418,85232481,85232483,0.693,0.486,54,122,0.15788831923255,14
chr1,1420,85290205,85290207,0.569,0.769,10,18,0.0157997252583016,3
chr1,1422,85381434,85381436,0.594,0.796,26,52,0.0165571238444514,6
chr1,1424,85426377,85426379,0.921,0.733,11,17,0.00312192536890188,4
chr1,1426,85489596,85489598,0.642,0.853,33,64,0.208892460720952,8
chr1,1427,85497921,85497923,0.385,0.633,62,92,0.253638067620442,21
chr1,1429,85510466,85510468,0.743,0.515,21,52,0.584067571754646,10
chr1,1430,85516518,85516520,0.519,0.326,11,25,0.141750697472674,3
chr1,1431,85517888,85517890,0.649,0.342,5,6,0.29295842123004,3
chr1,1433,85544238,85544240,0.789,0.605,13,17,0.0100097276568472,4
chr1,1434,85544812,85544814,0.784,0.594,22,8,0.00628755681206195,5
chr1,1436,85676444,85676446,0.493,0.877,12,19,0.188172066691206,5
chr1,1437,85735941,85735943,0.658,0.859,5,8,0.000874798913096164,4
chr1,1439,85737161,85737163,0.591,0.873,18,35,0.00375035773951771,9
chr1,1441,85738937,85738939,0.65,0.883,13,4,8.86253491595435e-05,3
chr1,1443,86617967,86617969,0.793,0.589,8,8,0.00045760732113731,3
chr1,1446,86697460,86697462,0.503,0.713,8,12,0.0016035753831688,3
chr1,1447,86875241,86875243,0.636,0.888,14,19,0.0214241332693303,5
chr1,1448,86938600,86938602,0.79,0.576,39,44,0.316832545404622,7
chr1,1450,87004591,87004593,0.844,0.569,33,42,0.035033043437348,9
chr1,1451,87222472,87222474,0.746,0.518,8,18,0.438060537435441,3
chr1,1454,87237310,87237312,0.579,0.365,20,24,0.0147177968522172,5
chr1,1456,87243510,87243512,0.656,0.456,15,21,0.167096149548756,5
chr1,1457,87247398,87247400,0.317,0.52,10,12,0.0170827360012548,3
chr1,1458,87260842,87260844,0.891,0.692,21,24,0.166786746915665,7
chr1,1459,87286345,87286347,0.777,0.585,53,116,0.0909069168332677,13
chr1,1460,87312110,87312112,0.327,0.57,88,137,0.036646954098105,14
chr1,1462,87432656,87432658,0.795,0.588,33,53,0.0519149188580236,9
chr1,1463,87646217,87646219,0.666,0.866,10,13,0.100836350096452,4
