#rn6.ensGene.name	rn6.ensGene.chrom	rn6.ensGene.strand	rn6.ensGene.txStart	rn6.ensGene.txEnd	rn6.ensGene.name2	rn6.ensemblToGeneName.value
ENSRNOT00000026204.5	chr1	+	65781546	65800492	ENSRNOG00000019376.5	Zfp329
ENSRNOT00000026074.4	chr1	-	66189219	66212418	ENSRNOG00000019280.5	LOC682846
ENSRNOT00000025808.5	chr1	-	67368383	67390141	ENSRNOG00000019082.5	Sbk1
ENSRNOT00000043739.3	chr1	-	69326302	69431055	ENSRNOG00000042030.1	Nlrp4a
ENSRNOT00000055721.2	chr1	-	69988672	70003582	ENSRNOG00000015956.4	Usp29
ENSRNOT00000091621.1	chr1	-	70516545	70517514	ENSRNOG00000057132.1	AABR07002267.1
ENSRNOT00000020523.7	chr1	-	71167155	71173216	ENSRNOG00000042777.3	Zfp28
ENSRNOT00000084899.1	chr1	+	71416109	71446749	ENSRNOG00000015456.6	Zfp787
ENSRNOT00000046152.5	chr1	-	71671574	71710420	ENSRNOG00000021996.6	Nlrp4
ENSRNOT00000078556.1	chr1	-	71677375	71710374	ENSRNOG00000021996.6	Nlrp4
ENSRNOT00000024251.5	chr1	+	72732667	72756082	ENSRNOG00000017795.5	Hspbp1
ENSRNOT00000058900.4	chr1	+	72874403	72882266	ENSRNOG00000038600.4	Dnaaf3
ENSRNOT00000077719.1	chr1	+	72874582	72883002	ENSRNOG00000038600.4	Dnaaf3
ENSRNOT00000079498.1	chr1	-	73656082	73682247	ENSRNOG00000027808.5	Lilra5
ENSRNOT00000046047.6	chr1	-	74576443	74638587	ENSRNOG00000038479.5	Vom2r30
ENSRNOT00000064178.2	chr1	+	75233702	75264293	ENSRNOG00000047206.1	LOC100911727
ENSRNOT00000019799.6	chr1	+	75356219	75394758	ENSRNOG00000014193.6	Lig1
ENSRNOT00000083154.1	chr1	+	75748915	75789785	ENSRNOG00000052287.1	Bsph1
ENSRNOT00000089836.1	chr1	+	75748915	75789785	ENSRNOG00000052287.1	Bsph1
ENSRNOT00000085775.1	chr1	-	76252328	76517163	ENSRNOG00000047986.2	Sult2a1
ENSRNOT00000017353.5	chr1	-	77847599	77865870	ENSRNOG00000011346.5	Ehd2
ENSRNOT00000058241.4	chr1	+	77967754	77992027	ENSRNOG00000021800.6	Zfp541
ENSRNOT00000080668.1	chr1	+	78112558	78149053	ENSRNOG00000060587.1	AABR07002627.1
ENSRNOT00000020509.6	chr1	+	78354933	78390907	ENSRNOG00000015229.8	Zc3h4
ENSRNOT00000090519.1	chr1	-	78456408	78573374	ENSRNOG00000015852.4	Arhgap35
ENSRNOT00000021223.4	chr1	-	78459542	78521999	ENSRNOG00000015852.4	Arhgap35
ENSRNOT00000022360.5	chr1	+	78767910	78796231	ENSRNOG00000016434.5	Prkd2
ENSRNOT00000037086.6	chr1	+	79030290	79043247	ENSRNOG00000042250.3	Psg16
ENSRNOT00000088925.1	chr1	+	79030326	79080881	ENSRNOG00000042250.3	Psg16
ENSRNOT00000024155.6	chr1	+	79289163	79298999	ENSRNOG00000034000.4	AABR07002659.1
ENSRNOT00000019814.7	chr1	+	79931155	79959461	ENSRNOG00000014353.7	Sympk
ENSRNOT00000084985.1	chr1	+	79931165	79959430	ENSRNOG00000014353.7	Sympk
ENSRNOT00000091687.1	chr1	-	80214493	80221710	ENSRNOG00000046667.2	Fosb
ENSRNOT00000072149.1	chr1	-	80214690	80221417	ENSRNOG00000046667.2	Fosb
ENSRNOT00000023392.5	chr1	-	80335525	80367313	ENSRNOG00000017069.6	Mark4
ENSRNOT00000084882.1	chr1	-	80336526	80367328	ENSRNOG00000017069.6	Mark4
ENSRNOT00000074418.1	chr1	-	80473965	80483487	ENSRNOG00000049772.1	Gemin7
ENSRNOT00000046169.3	chr1	-	80606637	80609921	ENSRNOG00000018426.6	Apoc1
ENSRNOT00000091647.1	chr1	-	80606639	80609836	ENSRNOG00000018426.6	Apoc1
ENSRNOT00000026088.5	chr1	+	80973738	81100069	ENSRNOG00000032625.5	Zfp235
ENSRNOT00000081983.1	chr1	+	80973849	81099322	ENSRNOG00000032625.5	Zfp235
ENSRNOT00000088431.1	chr1	-	81122789	81144024	ENSRNOG00000019416.7	Zfp94
ENSRNOT00000026669.6	chr1	+	81260547	81282887	ENSRNOG00000019596.6	Smg9
ENSRNOT00000027578.6	chr1	-	81885520	81946714	ENSRNOG00000020310.6	Grik5
ENSRNOT00000027783.5	chr1	+	82174450	82184068	ENSRNOG00000020489.5	Tmem145
ENSRNOT00000027995.6	chr1	-	82423276	82452281	ENSRNOG00000020607.6	Bckdha
ENSRNOT00000078668.1	chr1	-	82549419	82580007	ENSRNOG00000020716.7	Axl
ENSRNOT00000028131.6	chr1	-	82550891	82580761	ENSRNOG00000020716.7	Axl
ENSRNOT00000028132.2	chr1	-	82550891	82580761	ENSRNOG00000020716.7	Axl
ENSRNOT00000051619.3	chr1	-	82964682	82987253	ENSRNOG00000022669.4	Cd177
ENSRNOT00000077725.1	chr1	+	83163078	83236576	ENSRNOG00000033164.5	Cyp2b3
ENSRNOT00000034845.5	chr1	+	83163099	83236615	ENSRNOG00000033164.5	Cyp2b3
ENSRNOT00000085008.1	chr1	+	83653233	83766484	ENSRNOG00000020817.5	Cyp2a3
ENSRNOT00000092008.1	chr1	+	83711269	83765716	ENSRNOG00000020817.5	Cyp2a3
ENSRNOT00000085245.1	chr1	+	83714346	83766230	ENSRNOG00000020817.5	Cyp2a3
ENSRNOT00000028249.5	chr1	+	83744237	83765719	ENSRNOG00000020817.5	Cyp2a3
ENSRNOT00000063361.1	chr1	+	84017134	84017253	ENSRNOG00000041608.1	AC123095.2
ENSRNOT00000028322.6	chr1	-	84118045	84150084	ENSRNOG00000020871.7	Ltbp4
ENSRNOT00000073966.2	chr1	+	84530668	84543966	ENSRNOG00000046338.2	C030039L03Rik
ENSRNOT00000078369.1	chr1	-	84792796	84812486	ENSRNOG00000054614.1	AABR07002779.1
ENSRNOT00000057120.3	chr1	+	85058547	85096346	ENSRNOG00000042899.3	Fcgbpl1
ENSRNOT00000026966.6	chr1	+	85192173	85201757	ENSRNOG00000019883.6	Pak4
ENSRNOT00000048905.6	chr1	+	85438104	85466635	ENSRNOG00000032034.6	Supt5h
ENSRNOT00000014883.5	chr1	+	86103297	86149320	ENSRNOG00000011191.6	Vom2r10
ENSRNOT00000047766.5	chr1	-	86604458	86749728	ENSRNOG00000033775.4	Vom2r11
ENSRNOT00000042207.5	chr1	-	87260834	87468288	ENSRNOG00000020703.7	Sipa1l3
ENSRNOT00000073521.2	chr1	+	87655731	87911299	ENSRNOG00000029043.5	Zfp84
ENSRNOT00000072689.2	chr1	-	87817892	87825333	ENSRNOG00000046937.3	Zfp74
ENSRNOT00000027837.6	chr1	+	87938041	87959569	ENSRNOG00000020505.6	Map4k1
ENSRNOT00000072556.2	chr1	+	88206812	88216556	ENSRNOG00000046305.2	Zfp383
ENSRNOT00000080555.1	chr1	+	88586836	88605697	ENSRNOG00000020777.6	Zfp382
ENSRNOT00000032363.4	chr1	-	88994561	89007041	ENSRNOG00000024625.4	Proser3
ENSRNOT00000044678.5	chr1	-	89383518	89399041	ENSRNOG00000021053.8	Lsr
ENSRNOT00000028585.7	chr1	-	89383518	89399039	ENSRNOG00000021053.8	Lsr
ENSRNOT00000085953.1	chr1	+	89649635	89682737	ENSRNOG00000061315.1	AABR07002928.1
ENSRNOT00000092226.1	chr1	+	89649635	89676494	ENSRNOG00000061315.1	AABR07002928.1
ENSRNOT00000029680.4	chr1	-	89778889	89944752	ENSRNOG00000023314.4	Scgb2b24
ENSRNOT00000052376.4	chr1	+	89785566	89954289	ENSRNOG00000030828.5	Apbh
ENSRNOT00000028674.6	chr1	-	90045508	90057923	ENSRNOG00000021119.6	Pdcd2l
ENSRNOT00000037700.2	chr1	-	90542095	90685257	ENSRNOG00000022919.2	Chst8
ENSRNOT00000077404.1	chr1	+	90820594	90848674	ENSRNOG00000052945.1	AABR07002969.1
ENSRNOT00000072819.2	chr1	-	90962706	90978907	ENSRNOG00000050104.2	Clip3
ENSRNOT00000056583.1	chr1	-	91488065	91526570	ENSRNOG00000037393.2	Wdr88
ENSRNOT00000016148.5	chr1	+	91596396	91657395	ENSRNOG00000011885.5	Rhpn2
ENSRNOT00000017021.6	chr1	-	91740932	91811547	ENSRNOG00000012719.6	Tdrd12
ENSRNOT00000077993.1	chr1	+	91857056	91958755	ENSRNOG00000052814.1	Ankrd27
ENSRNOT00000081465.1	chr1	+	91857069	91958763	ENSRNOG00000052814.1	Ankrd27
ENSRNOT00000039115.3	chr1	-	92002926	92069160	ENSRNOG00000021573.3	Dpy19l3
ENSRNOT00000082613.1	chr1	-	93397397	93454537	ENSRNOG00000053072.1	AABR07003024.1
ENSRNOT00000089772.1	chr1	-	94092645	94152068	ENSRNOG00000055070.1	AABR07003030.2
ENSRNOT00000023671.6	chr1	+	97632472	97660962	ENSRNOG00000017456.6	Vstm2b
ENSRNOT00000030895.5	chr1	+	97777684	97784139	ENSRNOG00000027102.6	AABR07003171.1
ENSRNOT00000024170.5	chr1	+	98425902	98438776	ENSRNOG00000032990.5	LOC690483
ENSRNOT00000023732.7	chr1	-	98915866	99146038	ENSRNOG00000043280.3	Vom2r37
ENSRNOT00000056515.3	chr1	-	98989753	99135977	ENSRNOG00000043280.3	Vom2r37
ENSRNOT00000071721.1	chr1	+	99352140	99355932	ENSRNOG00000049279.1	LOC100911764
ENSRNOT00000091964.1	chr1	+	100131448	100203329	ENSRNOG00000032857.2	Klk1c9
ENSRNOT00000026251.4	chr1	+	100393302	100408083	ENSRNOG00000019318.7	Syt3
ENSRNOT00000026599.6	chr1	-	100531456	100537377	ENSRNOG00000019660.6	Spib
ENSRNOT00000020304.6	chr1	-	100896946	100926335	ENSRNOG00000026243.5	Ap2a1
ENSRNOT00000079189.1	chr1	+	101055621	101072938	ENSRNOG00000020543.7	Nosip
ENSRNOT00000037998.6	chr1	-	101180656	101198801	ENSRNOG00000025378.6	Ccdc155
ENSRNOT00000041513.4	chr1	-	101293408	101323960	ENSRNOG00000020714.6	Trpm4
ENSRNOT00000028315.6	chr1	-	101448345	101449829	ENSRNOG00000020843.6	Ftl1
ENSRNOT00000028615.4	chr1	-	101820460	101856881	ENSRNOG00000021063.4	Grin2d
ENSRNOT00000084869.1	chr1	-	101820817	101853055	ENSRNOG00000021063.4	Grin2d
ENSRNOT00000042115.1	chr1	-	101959539	102013243	ENSRNOG00000028781.1	Abcc6
ENSRNOT00000028685.3	chr1	-	102103093	102106127	ENSRNOG00000021128.3	Kcnj11
ENSRNOT00000067392.2	chr1	-	102207095	102255459	ENSRNOG00000021149.7	Ush1c
ENSRNOT00000015352.6	chr1	-	102461328	102664951	ENSRNOG00000011488.7	Sergef
ENSRNOT00000035512.6	chr1	-	104187099	104202591	ENSRNOG00000022537.6	E2f8
ENSRNOT00000080210.1	chr1	+	104286857	104352990	ENSRNOG00000058637.1	AABR07003304.2
ENSRNOT00000020853.5	chr1	+	105113594	105200259	ENSRNOG00000014829.6	Prmt3
ENSRNOT00000079655.1	chr1	+	105113657	105200470	ENSRNOG00000014829.6	Prmt3
ENSRNOT00000022499.6	chr1	+	107262658	107363788	ENSRNOG00000016717.6	Gas2
ENSRNOT00000082582.1	chr1	+	107344903	107363607	ENSRNOG00000016717.6	Gas2
ENSRNOT00000084001.1	chr1	-	108617768	108663107	ENSRNOG00000061672.1	AABR07003392.1
ENSRNOT00000083894.1	chr1	-	112833974	112947173	ENSRNOG00000010803.6	Gabra5
ENSRNOT00000014573.6	chr1	-	112833988	112946760	ENSRNOG00000010803.6	Gabra5
ENSRNOT00000079348.1	chr1	+	112976769	113021942	ENSRNOG00000060599.1	Gabrb3
ENSRNOT00000033811.5	chr1	+	113419724	113527735	ENSRNOG00000021507.6	LOC100910839
ENSRNOT00000090796.1	chr1	+	114453053	114653793	ENSRNOG00000013718.7	Herc2
ENSRNOT00000019245.6	chr1	+	114453274	114653783	ENSRNOG00000013718.7	Herc2
ENSRNOT00000019498.3	chr1	+	114679536	114987433	ENSRNOG00000014465.3	Oca2
ENSRNOT00000078995.1	chr1	-	115603393	115606897	ENSRNOG00000055122.1	AABR07003563.1
ENSRNOT00000080907.1	chr1	+	115975323	116141892	ENSRNOG00000056228.1	Atp10a
ENSRNOT00000021366.7	chr1	+	116587814	116678161	ENSRNOG00000015734.7	Ube3a
ENSRNOT00000083587.1	chr1	+	116604549	116679973	ENSRNOG00000015734.7	Ube3a
ENSRNOT00000072981.2	chr1	+	117175107	117180632	ENSRNOG00000054073.1	AABR07003650.1
ENSRNOT00000090893.1	chr1	-	123488257	123623099	ENSRNOG00000051782.1	AABR07004061.1
ENSRNOT00000082487.1	chr1	-	123899656	124038966	ENSRNOG00000010853.7	Chrna7
ENSRNOT00000051883.4	chr1	-	123901060	124039196	ENSRNOG00000010853.7	Chrna7
ENSRNOT00000021068.6	chr1	+	124625984	124653820	ENSRNOG00000015503.6	Otud7a
ENSRNOT00000021262.6	chr1	+	124983451	125099573	ENSRNOG00000015829.7	Trpm1
ENSRNOT00000021530.6	chr1	+	125124742	125175857	ENSRNOG00000016090.6	Mtmr10
ENSRNOT00000022049.6	chr1	+	125367279	125548890	ENSRNOG00000016358.6	Apba2
ENSRNOT00000087332.1	chr1	-	126147385	126227469	ENSRNOG00000011077.7	Tjp1
ENSRNOT00000016959.6	chr1	-	127166430	127292090	ENSRNOG00000012730.7	Lrrk1
ENSRNOT00000049340.5	chr1	+	127648233	127781017	ENSRNOG00000013823.7	Cers3
ENSRNOT00000072915.2	chr1	-	128209970	128341263	ENSRNOG00000047756.3	Mef2a
ENSRNOT00000070864.3	chr1	-	128211191	128341240	ENSRNOG00000047756.3	Mef2a
ENSRNOT00000033858.5	chr1	-	128486165	128604188	ENSRNOG00000023274.5	Lrrc28
ENSRNOT00000076511.2	chr1	-	128692111	128721956	ENSRNOG00000014030.7	Synm
ENSRNOT00000050832.4	chr1	-	128692119	128722048	ENSRNOG00000014030.7	Synm
ENSRNOT00000081129.1	chr1	-	130544420	130715502	ENSRNOG00000057208.1	AABR07004221.2
ENSRNOT00000046645.5	chr1	-	133324300	133559975	ENSRNOG00000009932.8	Mctp2
ENSRNOT00000077049.1	chr1	-	133326106	133503194	ENSRNOG00000009932.8	Mctp2
ENSRNOT00000068766.2	chr1	+	134699298	134742514	ENSRNOG00000012874.7	Rgma
ENSRNOT00000016481.4	chr1	+	135083973	135162685	ENSRNOG00000012369.5	Fam174b
ENSRNOT00000076348.2	chr1	-	135336373	135406642	ENSRNOG00000012031.7	St8sia2
ENSRNOT00000016427.6	chr1	-	135336373	135406642	ENSRNOG00000012031.7	St8sia2
ENSRNOT00000079929.1	chr1	-	135336373	135406700	ENSRNOG00000012031.7	St8sia2
ENSRNOT00000082564.1	chr1	-	135790809	136073496	ENSRNOG00000032798.6	Slco3a1
ENSRNOT00000076340.2	chr1	-	135799749	136073540	ENSRNOG00000032798.6	Slco3a1
ENSRNOT00000043854.2	chr1	-	135799800	136073483	ENSRNOG00000032798.6	Slco3a1
ENSRNOT00000075893.1	chr1	-	135812969	136073540	ENSRNOG00000032798.6	Slco3a1
ENSRNOT00000015084.6	chr1	-	136664203	136842247	ENSRNOG00000011160.6	Sv2b
ENSRNOT00000076087.1	chr1	-	136699201	136841608	ENSRNOG00000011160.6	Sv2b
ENSRNOT00000014802.6	chr1	+	137014271	137315272	ENSRNOG00000010964.6	Akap13
ENSRNOT00000031334.6	chr1	+	137860945	138345453	ENSRNOG00000022610.6	Agbl1
ENSRNOT00000086092.1	chr1	-	139196993	139199494	ENSRNOG00000060303.1	AABR07004364.1
ENSRNOT00000041839.3	chr1	-	139890559	140262503	ENSRNOG00000018674.8	Ntrk3
ENSRNOT00000046849.5	chr1	-	139890714	140262452	ENSRNOG00000018674.8	Ntrk3
ENSRNOT00000045165.3	chr1	-	139890714	140262452	ENSRNOG00000018674.8	Ntrk3
ENSRNOT00000025536.5	chr1	-	139992203	140262452	ENSRNOG00000018674.8	Ntrk3
ENSRNOT00000047848.4	chr1	+	140762757	140824441	ENSRNOG00000028992.6	Acan
ENSRNOT00000023506.6	chr1	+	140998239	141087405	ENSRNOG00000017120.6	Abhd2
ENSRNOT00000090897.1	chr1	+	140998259	141087084	ENSRNOG00000017120.6	Abhd2
ENSRNOT00000050759.6	chr1	+	141120165	141172483	ENSRNOG00000016689.8	Fanci
ENSRNOT00000031783.6	chr1	+	141391261	141433109	ENSRNOG00000015520.7	Ticrr
ENSRNOT00000064034.2	chr1	+	141767939	141870325	ENSRNOG00000014278.7	Zfp710
ENSRNOT00000017862.4	chr1	+	142060954	142083953	ENSRNOG00000013149.4	Vps33b
ENSRNOT00000089591.1	chr1	-	142393206	142500383	ENSRNOG00000011975.7	Crtc3
ENSRNOT00000015948.6	chr1	-	142401113	142500367	ENSRNOG00000011975.7	Crtc3
ENSRNOT00000015218.6	chr1	-	142733433	142759882	ENSRNOG00000011029.6	Sec11a
ENSRNOT00000091569.1	chr1	+	142834156	142870995	ENSRNOG00000060206.1	Zfp592
ENSRNOT00000025797.3	chr1	+	143036217	143159433	ENSRNOG00000019005.3	Pde8a
ENSRNOT00000026009.7	chr1	-	143171869	143278485	ENSRNOG00000019161.7	Cpeb1
ENSRNOT00000078916.1	chr1	-	143365353	143398093	ENSRNOG00000019278.7	Fsd2
ENSRNOT00000087785.1	chr1	-	143443299	143535583	ENSRNOG00000061450.1	Homer2
ENSRNOT00000026870.6	chr1	+	144069637	144200029	ENSRNOG00000019776.6	Sh3gl3
ENSRNOT00000079989.1	chr1	+	144070753	144200397	ENSRNOG00000019776.6	Sh3gl3
ENSRNOT00000032106.6	chr1	+	144239019	144561247	ENSRNOG00000010840.7	Adamtsl3
ENSRNOT00000039748.5	chr1	+	144831522	144835747	ENSRNOG00000025142.5	Mex3b
ENSRNOT00000036343.5	chr1	-	146069770	146226462	ENSRNOG00000012442.6	Cemip
ENSRNOT00000017362.5	chr1	-	146248502	146289465	ENSRNOG00000012683.5	Abhd17c
ENSRNOT00000017636.7	chr1	-	146399216	146556171	ENSRNOG00000013017.7	Arnt2
ENSRNOT00000074040.2	chr1	-	147060791	147077568	ENSRNOG00000048244.2	LOC100366231
ENSRNOT00000030039.6	chr1	+	147576724	147596913	ENSRNOG00000046080.2	Cyp2c7
ENSRNOT00000054742.4	chr1	+	147713900	147814392	ENSRNOG00000024016.6	Cyp2c6v1
ENSRNOT00000040325.5	chr1	-	148053686	148119857	ENSRNOG00000021405.6	LOC100361547
ENSRNOT00000085373.1	chr1	+	148240503	148287217	ENSRNOG00000054181.1	AC120070.1
ENSRNOT00000089015.1	chr1	-	148927532	149175275	ENSRNOG00000043159.2	Vom2r42
ENSRNOT00000089091.1	chr1	-	148927898	149175205	ENSRNOG00000043159.2	Vom2r42
ENSRNOT00000045611.3	chr1	-	149132319	149175214	ENSRNOG00000043159.2	Vom2r42
ENSRNOT00000018592.3	chr1	-	150323767	150395415	ENSRNOG00000013770.3	Folh1
ENSRNOT00000048404.4	chr1	+	150492247	150610062	ENSRNOG00000033507.5	Vom2r81
ENSRNOT00000018990.6	chr1	+	150797083	150976194	ENSRNOG00000013925.7	Nox4
ENSRNOT00000050639.2	chr1	+	151439408	151783392	ENSRNOG00000016429.7	Grm5
ENSRNOT00000022060.5	chr1	+	151439408	151783256	ENSRNOG00000016429.7	Grm5
ENSRNOT00000080927.1	chr1	-	153732531	153752541	ENSRNOG00000017307.5	Prss23
ENSRNOT00000023329.7	chr1	+	153861568	154056587	ENSRNOG00000017311.7	Me3
ENSRNOT00000087067.1	chr1	+	153861947	154056654	ENSRNOG00000017311.7	Me3
ENSRNOT00000084268.1	chr1	+	154377446	154457287	ENSRNOG00000018322.7	Picalm
ENSRNOT00000091470.1	chr1	+	154377464	154457290	ENSRNOG00000018322.7	Picalm
ENSRNOT00000025415.6	chr1	+	154377528	154457089	ENSRNOG00000018322.7	Picalm
ENSRNOT00000092086.1	chr1	+	154377528	154447619	ENSRNOG00000018322.7	Picalm
ENSRNOT00000082580.1	chr1	+	156493428	156509596	ENSRNOG00000059114.1	AABR07004783.1
ENSRNOT00000055401.4	chr1	+	156552327	157269747	ENSRNOG00000022635.7	Dlg2
ENSRNOT00000031974.4	chr1	-	157675764	157700064	ENSRNOG00000022521.5	Ddias
ENSRNOT00000078300.1	chr1	+	161922140	162034700	ENSRNOG00000011476.7	Nars2
ENSRNOT00000015784.6	chr1	+	161922192	162006949	ENSRNOG00000011476.7	Nars2
ENSRNOT00000016361.6	chr1	+	162083029	162279727	ENSRNOG00000011882.6	Gab2
ENSRNOT00000037050.5	chr1	+	162549419	162662170	ENSRNOG00000024194.5	Rsf1
ENSRNOT00000049321.4	chr1	+	162768155	162882685	ENSRNOG00000029784.4	Pak1
ENSRNOT00000034886.5	chr1	+	162890474	162969727	ENSRNOG00000028470.6	Gdpd4
ENSRNOT00000019053.6	chr1	-	163001874	163071508	ENSRNOG00000013641.6	Myo7a
ENSRNOT00000019987.7	chr1	-	163160978	163263606	ENSRNOG00000036866.5	Acer3
ENSRNOT00000020520.5	chr1	+	163445526	163457424	ENSRNOG00000015310.7	Lrrc32
ENSRNOT00000022176.7	chr1	-	163844817	164101578	ENSRNOG00000016206.7	Uvrag
ENSRNOT00000034389.6	chr1	+	164225933	164292093	ENSRNOG00000027204.6	Map6
ENSRNOT00000031908.6	chr1	+	164849973	164895143	ENSRNOG00000026503.6	Xrra1
ENSRNOT00000087818.1	chr1	+	164853264	164914499	ENSRNOG00000026503.6	Xrra1
ENSRNOT00000024803.7	chr1	+	165008911	165036435	ENSRNOG00000018394.7	Chrdl2
ENSRNOT00000022963.5	chr1	+	165237846	165286980	ENSRNOG00000017079.5	Pgm2l1
ENSRNOT00000023802.6	chr1	+	165382689	165479655	ENSRNOG00000017608.6	C2cd3
ENSRNOT00000025827.5	chr1	+	165724450	165878652	ENSRNOG00000018873.6	Fam168a
ENSRNOT00000089359.1	chr1	-	165911717	165967069	ENSRNOG00000053502.1	Arhgef17
ENSRNOT00000091822.1	chr1	+	166125473	166394059	ENSRNOG00000019319.7	Fchsd2
ENSRNOT00000042524.4	chr1	+	166141953	166395915	ENSRNOG00000019319.7	Fchsd2
ENSRNOT00000026586.5	chr1	+	166534642	166626147	ENSRNOG00000019560.7	Pde2a
ENSRNOT00000090959.1	chr1	+	166564663	166626158	ENSRNOG00000019560.7	Pde2a
ENSRNOT00000079846.1	chr1	+	166739531	166866107	ENSRNOG00000019693.7	Clpb
ENSRNOT00000026665.7	chr1	+	166739635	166866093	ENSRNOG00000019693.7	Clpb
ENSRNOT00000027321.7	chr1	-	167095961	167165265	ENSRNOG00000020175.7	Rnf121
ENSRNOT00000027575.7	chr1	-	167213865	167308851	ENSRNOG00000020347.7	Nup98
ENSRNOT00000027590.6	chr1	-	167246108	167308827	ENSRNOG00000020347.7	Nup98
ENSRNOT00000088370.1	chr1	+	167373681	167533420	ENSRNOG00000020425.5	Stim1
ENSRNOT00000027685.4	chr1	+	167373893	167533412	ENSRNOG00000020425.5	Stim1
ENSRNOT00000015108.8	chr1	+	168668706	168716854	ENSRNOG00000059786.1	AC107531.3
ENSRNOT00000087661.1	chr1	+	168945448	168965566	ENSRNOG00000047098.2	Hbb-b1
ENSRNOT00000019913.6	chr1	+	168945566	168953025	ENSRNOG00000047098.2	Hbb-b1
ENSRNOT00000022733.2	chr1	-	169213683	169214634	ENSRNOG00000016946.2	Olr141
ENSRNOT00000082645.1	chr1	-	169447385	169534896	ENSRNOG00000017191.6	Trim5
ENSRNOT00000023325.3	chr1	-	169990692	170005597	ENSRNOG00000017366.3	Olr192
ENSRNOT00000024077.3	chr1	+	170262155	170272298	ENSRNOG00000017679.6	Cckbr
ENSRNOT00000085395.1	chr1	+	170262252	170271547	ENSRNOG00000017679.6	Cckbr
ENSRNOT00000024402.4	chr1	-	170387608	170404056	ENSRNOG00000018020.6	Apbb1
ENSRNOT00000090181.1	chr1	-	170387629	170397191	ENSRNOG00000018020.6	Apbb1
ENSRNOT00000076783.2	chr1	+	170471271	170564899	ENSRNOG00000051291.2	Dnhd1
ENSRNOT00000081667.1	chr1	+	170481467	170565063	ENSRNOG00000051291.2	Dnhd1
ENSRNOT00000051854.6	chr1	+	171306048	171340493	ENSRNOG00000023847.7	Nlrp14
ENSRNOT00000026607.5	chr1	+	171592796	171769780	ENSRNOG00000019613.5	Syt9
ENSRNOT00000047831.2	chr1	+	171820422	171966179	ENSRNOG00000019667.7	Ppfibp2
ENSRNOT00000087448.1	chr1	+	172752415	172753360	ENSRNOG00000053711.1	Olr268
ENSRNOT00000086302.1	chr1	+	173275335	173284941	ENSRNOG00000052236.1	AABR07004992.1
ENSRNOT00000021017.7	chr1	+	173532802	173541847	ENSRNOG00000015221.7	Eif3f
ENSRNOT00000020137.5	chr1	-	173630760	173682226	ENSRNOG00000014691.7	Ric3
ENSRNOT00000019597.5	chr1	-	173872735	174047572	ENSRNOG00000014590.5	Stk33
ENSRNOT00000064902.2	chr1	-	174137119	174289647	ENSRNOG00000013934.6	St5
ENSRNOT00000052377.4	chr1	-	174428698	174495258	ENSRNOG00000013123.6	Scube2
ENSRNOT00000086349.1	chr1	-	174428701	174495258	ENSRNOG00000013123.6	Scube2
ENSRNOT00000017485.6	chr1	-	174524046	174588529	ENSRNOG00000012206.6	Dennd5a
ENSRNOT00000013733.5	chr1	+	174702372	174738126	ENSRNOG00000010087.6	Zfp143
ENSRNOT00000077125.1	chr1	-	175154235	175420160	ENSRNOG00000009812.7	Sbf2
ENSRNOT00000024561.3	chr1	-	175634550	175657485	ENSRNOG00000017900.6	rnf141
ENSRNOT00000024060.5	chr1	-	175681959	175796040	ENSRNOG00000017767.5	Mrvi1
ENSRNOT00000022984.6	chr1	-	176296192	176607466	ENSRNOG00000017021.6	Galnt18
ENSRNOT00000022301.6	chr1	-	176940692	176983045	ENSRNOG00000016343.7	Dkk3
ENSRNOT00000081595.1	chr1	+	177048654	177173995	ENSRNOG00000016244.6	Mical2
ENSRNOT00000021671.5	chr1	+	177249225	177408205	ENSRNOG00000015713.5	Parva
ENSRNOT00000021020.4	chr1	+	177495781	177706863	ENSRNOG00000015488.7	Tead1
ENSRNOT00000090042.1	chr1	+	177569617	177707061	ENSRNOG00000015488.7	Tead1
ENSRNOT00000046313.4	chr1	+	178039062	178137465	ENSRNOG00000014448.8	Arntl
ENSRNOT00000018532.6	chr1	+	178351679	178431395	ENSRNOG00000013176.8	Far1
ENSRNOT00000076925.2	chr1	+	178351694	178390194	ENSRNOG00000013176.8	Far1
ENSRNOT00000076430.2	chr1	+	178351694	178411591	ENSRNOG00000013176.8	Far1
ENSRNOT00000076756.1	chr1	+	178351762	178409668	ENSRNOG00000013176.8	Far1
ENSRNOT00000092099.1	chr1	+	178636543	178935051	ENSRNOG00000058003.1	Spon1
ENSRNOT00000087612.1	chr1	+	178636692	178807906	ENSRNOG00000058003.1	Spon1
ENSRNOT00000015498.4	chr1	+	183892840	184078071	ENSRNOG00000011417.5	Pde3b
ENSRNOT00000086681.1	chr1	+	185356974	185538694	ENSRNOG00000024602.6	Plekha7
ENSRNOT00000064706.2	chr1	+	185427735	185487594	ENSRNOG00000024602.6	Plekha7
ENSRNOT00000048020.4	chr1	+	185673176	186182829	ENSRNOG00000020514.7	Sox6
ENSRNOT00000079072.1	chr1	+	185863042	186182828	ENSRNOG00000020514.7	Sox6
ENSRNOT00000082738.1	chr1	+	187149452	187261632	ENSRNOG00000056658.1	Xylt1
ENSRNOT00000072266.2	chr1	-	187785779	187882814	ENSRNOG00000047386.2	Smg1
ENSRNOT00000089399.1	chr1	-	187785779	187854855	ENSRNOG00000047386.2	Smg1
